index,p_saleprice
530,174680.8533
539,172758.9655
540,173019.5991
542,174201.3491
548,171227.7275
553,173489.0015
555,177015.4727
556,168063.066
560,167407.0573
566,169460.664
567,171765.5292
573,172848.2567
574,175315.2144
575,170346.5496
578,174086.0312
583,173070.3285
586,171448.9128
587,171313.5982
588,173626.1715
591,174602.0874
592,172746.9502
593,178567.9107
595,174859.042
602,172827.3225
607,171504.3975
608,170771.0216
615,172099.6639
633,172319.5785
635,172057.5847
640,174385.2499
643,169310.7654
645,171903.3227
650,172459.903
651,175107.9086
676,173387.7133
677,167917.3
685,174991.9767
690,175130.6854
692,171820.6225
693,174290.2143
697,171156.3357
701,173295.6969
708,175086.3208
709,172324.6272
712,173514.3024
715,175671.9341
716,171094.4998
717,174792.4218
719,172311.942
724,168999.8456
731,171235.9741
733,171653.4456
734,177563.3209
736,169130.5168
739,174820.5913
740,174476.9631
750,173652.2752
752,173153.9624
753,172854.1213
761,175066.5693
763,170525.5418
772,172264.2111
775,174856.208
780,169984.4643
781,175232.2074
787,174215.7867
792,173161.1154
793,170576.6688
795,174556.0405
796,170601.6819
797,171016.4984
802,174452.6916
813,172942.6245
822,173868.1874
829,174948.7903
839,172911.8843
840,172408.684
843,173764.3037
844,175217.4626
845,173125.6641
852,170015.486
854,172873.2808
855,174253.7352
856,174262.25
858,172738.6862
860,172446.549
865,171761.2914
868,175935.1204
884,170998.1017
892,170492.0422
896,167557.6041
899,173900.384
900,171403.8392
902,173823.883
904,171735.8768
909,173377.6383
911,173364.2963
912,174435.4618
916,173336.0736
919,173950.1135
923,171512.2685
927,174526.3145
928,169723.4616
930,173528.5384
931,171762.69
943,175428.047
946,171028.9492
949,174784.7602
952,176150.7688
954,175043.8197
955,173914.8177
956,175167.2402
965,173829.3915
968,174726.0571
973,176324.205
978,175178.419
979,174622.1646
980,174192.3687
988,175616.2752
989,172818.4031
991,171759.0737
996,171897.4334
997,173948.8821
999,172908.6375
1001,175146.0655
1003,175452.8456
1004,176705.9143
1008,173595.6255
1009,170987.3417
1015,171638.5135
1017,169915.0386
1021,169947.38
1023,172446.9943
1025,174323.839
1027,172763.342
1032,174481.3114
1036,171836.8866
1039,173702.26
1042,173513.6218
1047,176122.2641
1052,174061.6469
1056,173155.5223
1058,174044.0801
1068,175105.7021
1071,172760.0112
1072,174414.4448
1077,170033.8975
1080,173354.3141
1086,171893.0934
1088,172506.8044
1089,174972.8229
1092,172066.5346
1094,171972.7114
1095,173578.4897
1097,174066.6726
1100,176033.4728
1105,170264.7351
1106,172180.9148
1110,171662.0772
1116,170921.01
1124,170581.8259
1126,173761.7121
1131,174563.3657
1143,172575.3886
1146,172470.2483
1155,173002.5035
1156,173748.5668
1157,172853.3362
1160,171167.7455
1163,174404.3007
1179,172152.0173
1181,169936.8537
1183,176250.3408
1189,169093.6317
1190,174649.4156
1197,173153.6574
1204,174954.3453
1206,173379.3284
1207,173255.8368
1208,170191.6744
1215,173464.3359
1219,171172.3212
1221,173106.6081
1222,176577.875
1224,172256.138
1233,172478.4619
1235,173084.3698
1236,176568.0564
1240,174001.9008
1246,173894.7941
1253,174168.4889
1254,175304.2825
1256,173719.5517
1258,173126.6437
1259,173962.0656
1260,172441.261
1262,174772.6233
1269,172847.5748
1278,176431.1084
1281,172029.9205
1287,169323.2354
1288,175159.0979
1289,173248.8098
1298,172043.3902
1301,173854.5622
1307,174846.8368
1311,175026.3024
1312,173736.7228
1321,172872.415
1322,176010.2781
1323,168819.7783
1324,177663.499
1333,175203.1494
1335,176099.8167
1348,173267.2903
1358,167678.261
1359,172810.1197
1360,174463.0847
1361,173140.9346
1362,174288.1993
1363,173179.101
1376,171853.2067
1379,173089.6809
1380,176508.9924
1385,177193.7583
1388,174104.0557
1389,174067.5593
1392,174054.1184
1396,171955.4109
1399,171164.8821
1405,174142.3186
1411,173436.6953
1412,174183.0818
1416,170873.7982
1417,174730.3057
1418,173577.8892
1426,174172.2577
1428,172577.412
1431,173438.6847
1441,174395.8261
1443,174581.2281
1444,174402.0337
1451,171328.1298
1454,172955.3802
1461,170998.364
1463,174372.2947
1465,167162.1172
1474,170868.1373
1475,174207.6935
1479,174032.6981
1482,174679.9419
1484,168306.1744
1485,177142.8973
1492,172351.8182
1493,167513.2058
1494,174289.0858
1496,175174.6918
1498,173323.0818
1499,174364.0517
1502,174713.1156
1503,173669.6973
1504,174883.6491
1506,168432.6378
1510,174829.7144
1516,171612.3529
1522,172904.2651
1523,173184.7397
1528,174744.3863
1538,172964.5662
1539,172998.9167
1546,173374.8216
1547,170286.3014
1555,171988.6518
1557,174198.9435
1559,175833.0146
1561,171532.22
1563,173704.8248
1567,176111.9084
1577,174111.3484
1580,174370.2335
1589,175264.0644
1590,172846.2338
1592,174200.2242
1593,173498.8794
1594,169398.5437
1599,175030.4469
1605,174911.9079
1607,173984.7766
1611,176369.3668
1612,171947.3229
1614,176616.368
1625,172976.2346
1644,172060.3623
1647,171533.6413
1651,168211.5708
1652,169732.7741
1667,176271.6525
1669,176210.9768
1675,173641.7864
1681,171082.4804
1691,174680.6476
1699,173604.5437
1708,171545.0209
1709,177196.3565
1710,174606.211
1711,169664.8955
1715,175861.5956
1721,171543.3384
1734,173897.8292
1735,169884.8529
1738,175093.5739
1742,175187.9874
1746,173216.6787
1747,174845.5295
1759,173585.8232
1762,173219.0221
1763,174582.9008
1765,174057.7419
1770,170480.4451
1771,172575.5931
1772,172592.9493
1774,175661.8143
1776,174133.4017
1778,173214.3533
1779,170976.9359
1784,173311.0974
1785,174650.61
1787,171861.6971
1790,170406.1848
1792,169032.3366
1793,171189.9414
1796,170836.0789
1801,173938.4504
1802,165980.2878
1806,146135.9665
1807,172179.2026
1812,174191.8189
1813,174169.6992
1819,171115.2419
1821,171685.8266
1822,172002.8861
1825,176323.5861
1830,172834.6941
1831,173567.9481
1836,173172.3412
1841,168782.6853
1849,173883.8644
1853,173493.0437
1857,173500.4941
1859,173417.2431
1862,174511.3396
1864,172259.9436
1867,168691.141
1869,172407.32
1881,173515.4335
1883,174932.3737
1887,175549.3177
1889,175448.7111
1891,174546.2682
1893,173865.9801
1894,171473.7
1898,174439.8834
1902,173343.984
1909,171000.6282
1912,172810.304
1915,174741.3788
1919,174156.8686
1920,173161.5627
1921,174380.6221
1932,175997.0486
1933,171120.3423
1941,174251.7139
1944,175544.3518
1948,173142.5591
1949,176802.8228
1951,173073.7923
1956,176048.9617
1962,177384.3675
1965,171526.1916
1968,173134.9166
1971,175254.2212
1976,173622.5867
1980,174726.3818
1985,174863.6189
1990,176813.3847
1992,175307.0618
1994,172669.5722
2016,173485.6554
2025,177368.3049
2029,172815.2547
2041,176651.6537
2042,173427.7511
2043,171010.5167
2044,174652.5144
2054,173859.3978
2060,172273.2936
2074,173350.3513
2076,174783.6688
2077,171871.4295
2078,170795.0653
2082,169550.5757
2083,174247.4194
2085,173701.1258
2087,171641.8847
2090,177569.872
2091,169157.1265
2095,174397.6777
2102,171176.1154
2106,174375.1414
2108,170578.7746
2111,173163.568
2112,169492.3391
2113,175012.3814
2114,175089.5703
2120,169313.0297
2121,175050.2157
2131,173785.1458
2135,175792.4877
2137,173975.1944
2139,176926.1527
2142,176995.4586
2145,170465.9707
2151,172893.1019
2153,170105.7038
2156,175816.2117
2157,169225.3
2162,175567.3524
2165,169383.0141
2169,174791.6029
2170,173579.8791
2176,172636.0705
2181,176517.9279
2187,173560.6443
2190,173445.4698
2192,170676.5293
2194,172984.0622
2197,174004.8522
2200,174614.1958
2201,171893.404
2209,170423.7634
2220,173900.4752
2229,171590.7341
2231,173923.0929
2232,173365.4883
2242,172666.8163
2243,176030.8666
2253,169011.7156
2257,173317.8844
2260,176281.3706
2261,172487.9108
2262,168836.6372
2272,169855.6903
2278,164041.1623
2279,176034.7319
2280,169654.1879
2293,170804.9394
2298,175864.9606
2300,174777.8077
2304,173347.8434
2307,174159.7631
2308,171284.7954
2310,171715.3743
2322,172142.3153
2330,174450.6941
2331,168397.2647
2335,168580.0514
2350,174431.3536
2351,175874.3908
2358,174488.1023
2361,170674.4172
2364,173974.5399
2366,172122.5728
2367,173877.4986
2372,170379.9249
2375,174796.8481
2377,169528.0225
2387,168593.4849
2392,174263.0193
2393,177217.534
2394,173710.8154
2399,176184.0171
2404,175440.3744
2411,171680.159
2417,168781.0845
2429,177939.7546
2435,174129.0553
2437,172243.3617
2439,175231.4689
2441,174905.8523
2444,172868.8765
2446,172457.1238
2451,170624.2896
2452,175186.7569
2454,174353.8842
2458,176612.1355
2469,174358.7129
2472,171440.9618
2476,174155.5196
2482,175007.3221
2485,174255.6136
2487,170729.5994
2488,170935.2138
2491,174564.6333
2512,168756.1374
2518,176227.5713
2521,171977.3619
2532,175631.8125
2537,174933.0595
2539,174243.6377
2543,175774.9463
2545,173200.5681
2549,172868.281
2550,176986.6941
2551,173026.6956
2554,170736.0736
2555,173786.2688
2561,173189.6726
2562,176076.2486
2567,173654.5858
2568,174208.3123
2576,171901.9791
2583,173493.9926
2588,172085.102
2591,172752.9433
2596,167837.8518
2603,173606.208
2607,173618.1926
2613,174272.6625
2614,175038.7519
2626,174588.9502
2632,175913.3241
2642,173959.0889
2647,171152.1444
2648,173279.5831
2653,173766.947
2662,174343.3638
2674,175585.3758
2680,174410.4613
2696,172008.6204
2707,176103.713
2708,173816.9865
2711,171724.1212
2712,175124.562
2715,176024.7609
2719,174363.115
2727,174427.2846
2734,174499.958
2737,170361.1511
2745,170516.0358
2747,173600.0785
2752,174469.5242
2755,175563.9133
2757,176427.8732
2764,173728.8997
2771,177573.6871
2774,176062.5839
2779,172045.7103
2786,175522.7058
2789,173318.4912
2803,174381.5034
2805,173484.7619
2806,174594.6903
2811,174049.8057
2812,171434.0119
2817,172846.0511
2821,175890.2124
2822,175254.9542
2828,174260.7117
2829,171563.2684
2842,172382.1013
2846,171982.8611
2854,173808.9642
2857,171752.8704
2861,175471.7807
2862,168817.2717
2866,175369.5047
2868,170109.9183
2870,171660.5228
2873,174685.4991
2878,176071.1771
2883,169052.4857
2885,171739.7091
2886,174856.1998
2900,176390.61
2903,168554.5315
2912,169026.6625
2914,171422.1194
2919,175134.0444
2923,174066.6011
2924,170498.5865
