,subclass,lotfrontage,lotarea,overallqual,overallcond,yearbuilt,yearremodel,masvnrarea,bsmtfinsf1,bsmtfinsf2,bsmtunfsf,totalbsmtsf,firstflrsf,secondflrsf,lowqualfinsf,grlivarea,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,totrmsabvgrd,fireplaces,garageyrblt,garagecars,garagearea,wooddecksf,openporchsf,enclosedporch,threessnporch,screenporch,poolarea,miscval,mosold,yrsold,saleprice,index,totalsf
bsmtunfsf,-0.10432071228337864,0.08650969955616773,-0.009650639340650897,0.19971546274868535,-0.12148764961981945,0.03088106135093797,0.0684754896691867,0.06685784145659625,-0.4810659099186798,-0.25355628933340457,1.0,0.40278714767624846,0.26717992777409,0.02462689840087908,0.031144933998591195,0.22973409812724116,-0.3945132856483262,-0.11295553321387748,0.23587326677039824,-0.04386512259673104,0.23283805452190617,0.15635405556944235,0.2683412046973335,0.0015648785134511523,0.062133416013034466,0.14231419919841604,0.11494798344638826,-0.060347813538421974,0.09783701119797031,0.02766754721633033,-0.024388154805824076,-0.01907763760832303,-0.04542762383087677,-0.020908888602130162,-0.01073613617315524,0.0191634789446843,0.12197329153075917,-0.06430610062026487,0.34420450888467713
totalbsmtsf,-0.21189206738064495,0.318215607434784,0.19777526482373586,0.49985080858128583,-0.19037481413253898,0.3788802796262241,0.23300201360668046,0.3421028427665313,0.5248348567973551,0.1159553814606116,0.40278714767624846,1.0,0.7573229786586589,-0.2287389207733086,-0.05225670068026713,0.37718301758049305,0.33610131490556955,-0.004383019786372885,0.30499510307029365,-0.07954173253480445,0.08513353106693011,0.011704569041310096,0.24063984991336962,0.30156061751810614,0.30195592676690536,0.42413203116159487,0.44042257807224594,0.2344897716876704,0.20657319877923025,-0.07895683250206897,0.01068514865158222,0.04293958574807523,0.007800260019384571,0.003003757441878472,-0.02639512684633986,0.05022524439116884,0.6367476083267052,-0.03422313727030733,0.784478852470685
firstflrsf,-0.26183868797425874,0.4612730019697616,0.309478968935398,0.40833480111671305,-0.14867212673446312,0.2755014491795605,0.18219344684627828,0.3381184381570864,0.42465641662495257,0.11125445500115103,0.26717992777409,0.7573229786586589,1.0,-0.2727175035550872,-0.028255527468864446,0.5272763967749314,0.26133899136759947,-0.007572941480436454,0.3559735932881627,-0.125873633318001,0.12668037164750123,0.10371172211229457,0.360895350948528,0.39558244019196476,0.21613898870073608,0.42684575897218385,0.4640116213870504,0.2465386650820289,0.2160058515332421,-0.06616687252145188,0.023602639005686484,0.08305441535827525,0.10644643364643265,0.006823273737402411,-0.0017167571332757786,0.02327389436071897,0.6379664849220441,-0.023596360532631457,0.7585054398305592
secondflrsf,0.32368401586620826,-0.03737226373796021,-0.00749946861115877,0.2786359751466355,0.012748415118407875,0.03447763392287079,0.18284179451311247,0.12433001985374816,-0.1972412402013402,-0.114797398423694,0.02462689840087908,-0.2287389207733086,-0.2727175035550872,1.0,0.02254512962971674,0.6694830195407061,-0.19178209288472514,-0.0640132972108573,0.416854766136698,0.632749957556963,0.49258837190515686,0.06080191303366611,0.5903005832014594,0.1868862559296353,0.0887454701833983,0.18059548350322838,0.12176505790122372,0.0714356258800703,0.17963979720145581,0.06084132960635358,-0.024024609014075462,0.01669157933602551,-0.030145823491812187,0.011139552905669646,0.033683101776088895,0.002146889062767744,0.28470666551021945,0.0012845285284095933,0.2908685126045329
lowqualfinsf,0.02974045599328057,-0.03179847506612411,-0.003909993280133997,-0.0293208642583996,0.049495841364782016,-0.14082413773307428,-0.05416546889396147,-0.057060029533961755,-0.07675548959082766,-0.009893943790920963,0.031144933998591195,-0.05225670068026713,-0.028255527468864446,0.02254512962971674,1.0,0.08416648757974365,-0.05306293125943319,-0.02661582573295877,-0.0057431182808741045,-0.020972375214704384,0.05068278683996267,-0.011150336855872314,0.1066309337869318,-0.010778139113296848,-0.027267205859367146,-0.022298549751899852,-0.012684977083746083,0.005262682542521017,0.023472194306771207,-0.012450890403281819,0.0012073296028361415,0.042720131007488824,-0.006111228432639091,-0.004305257346869475,0.012058907688074648,-0.015113125241193966,-0.02353390874445252,-0.003368334916026696,0.018856722882779734
grlivarea,0.08517122788627954,0.3271034006060084,0.2310583942556562,0.5558970346005772,-0.09887560302521972,0.22996519629170178,0.29583078541273744,0.3639173428849915,0.14690044226674592,-0.016008623139241326,0.22973409812724116,0.37718301758049305,0.5272763967749314,0.6694830195407061,0.08416648757974365,1.0,0.025059781658899122,-0.06464349111357119,0.6389164057777587,0.456481849029405,0.5338975811813097,0.13212729916644195,0.8045331465628975,0.4672006872595263,0.24388502274859156,0.4847299740417313,0.46252770303614565,0.252695967614342,0.3257077440111048,0.0014216534383840376,-0.0028223041725845607,0.08218626628970337,0.054880404600614725,0.014648156376956394,0.02926678895336458,0.018478344961355586,0.7382962748092561,-0.01730765003575309,0.8400407361099635
bsmtfullbath,-0.001048446091767775,0.1227017388746712,0.13561561312499087,0.1821375513586007,-0.06781505563870165,0.26231187468602757,0.17718407351651028,0.12228922613005147,0.6328993188319288,0.18299904809938405,-0.3945132856483262,0.33610131490556955,0.26133899136759947,-0.19178209288472514,-0.05306293125943319,0.025059781658899122,1.0,-0.18388006275764676,-0.01950797718867048,-0.06573557512847367,-0.18328318792956363,-0.07389439416531347,-0.08257011654226858,0.12987432758766457,0.19533750918731296,0.15775132283822643,0.18085432233630444,0.16211094142995047,0.06979713329257974,-0.09185768856380118,0.04287594392388737,0.01937221637878169,0.041728688888790944,-0.019319214398074876,-0.015350526741487314,0.06757989666416991,0.3040893331706978,0.004966968366323298,0.2150137394451771
bsmthalfbath,-0.031283863901331366,-0.01549864121050673,0.0022243553648849113,-0.04177218393057439,0.09270553207071772,-0.031947059856613245,-0.057303276545538004,-0.019889474999172436,0.046168248303694,0.14366367631111543,-0.11295553321387748,-0.004383019786372885,-0.007572941480436454,-0.0640132972108573,-0.02661582573295877,-0.06464349111357119,-0.18388006275764676,1.0,-0.040579964279060014,-0.06586622791642908,0.016958684928223552,-0.04763559512835354,-0.05116255929727438,0.059429640130324396,-0.04166229074465156,-0.012617842631398868,-0.0031041822867530276,0.08288152371139577,-0.007890871272843951,-0.024772270639441853,-0.02642674731136263,0.009810929283641459,0.10055535280140017,-0.0003888089638878234,0.04398868307687667,-0.0595533102400572,-0.04203038112871523,0.02590119038146442,-0.0382942089473606
fullbath,0.14954058196008166,0.14673357852425437,0.11762269131610154,0.4983654387243218,-0.2118411353679188,0.4552929329515471,0.426125875968152,0.24894497005097682,0.09088237904879574,-0.06337965886803705,0.23587326677039824,0.30499510307029365,0.3559735932881627,0.416854766136698,-0.0057431182808741045,0.6389164057777587,-0.01950797718867048,-0.040579964279060014,1.0,0.18360630111268955,0.37928518167244457,0.17962430955233577,0.5330363882249773,0.24205977294391107,0.47449334843467356,0.4613016443515719,0.39327486153454544,0.17013049368825248,0.2569510445507844,-0.09851811043917962,0.0008841902109376125,-0.028906460891910638,-0.022444050754067597,-0.011753928170394003,0.025628938976598785,0.04060015052807571,0.5418843100175723,-0.03396973056399971,0.5900446683907967
halfbath,0.21544861188045905,0.024388949832076654,0.011842109440436057,0.29248141698804464,-0.08577636342622633,0.28931516617532776,0.22288014813754695,0.20571768949001085,-0.017732354812772095,-0.039202428736696215,-0.04386512259673104,-0.07954173253480445,-0.125873633318001,0.632749957556963,-0.020972375214704384,0.456481849029405,-0.06573557512847367,-0.06586622791642908,0.18360630111268955,1.0,0.2619213669695042,-0.047182507334492356,0.34832286058233414,0.2029413421478048,0.23103549347239727,0.2246862256455696,0.1581642009631873,0.12503647278805002,0.168412864047626,-0.06717786359971949,-0.019455130014022253,0.03774621408258971,-0.008170668160002729,0.03627193681272087,-0.010766494864115074,-0.0022909793093825186,0.30988948724987575,-0.030606927742938505,0.25216200468865546
bedroomabvgr,-0.045359226964718384,0.2146647752412982,0.10805542649116275,0.07599429365611901,0.007646128454786504,-0.01795155387784147,0.000433529803248081,0.10977716213594538,-0.12220378573690104,-0.054625039896187284,0.23283805452190617,0.08513353106693011,0.12668037164750123,0.49258837190515686,0.05068278683996267,0.5338975811813097,-0.18328318792956363,0.016958684928223552,0.37928518167244457,0.2619213669695042,1.0,0.22235050253186955,0.6894144412569053,0.10087520005583502,-0.0234504178274197,0.1244632381580635,0.11127187208620477,0.011380343942929562,0.09493741074013863,0.037405890319307154,-0.05019883344519773,0.010404624863160234,-0.011706771641345053,0.02742946176058884,0.04826688096966469,0.0030675620897141474,0.1704230311101551,-0.021950355834128504,0.3615502511982673
kitchenabvgr,0.2200635855110863,0.023354883868630907,-0.011143640161341678,-0.14832696303792806,-0.09475256660015813,-0.11368333419663082,-0.1341273146635098,-0.036136445510478954,-0.12464540897071234,-0.03989704100696113,0.15635405556944235,0.011704569041310096,0.10371172211229457,0.06080191303366611,-0.011150336855872314,0.13212729916644195,-0.07389439416531347,-0.04763559512835354,0.17962430955233577,-0.047182507334492356,0.22235050253186955,1.0,0.287073108983275,-0.12451761912025172,-0.05830670925943703,-0.0372058820467831,-0.04146638645293305,-0.0981897452682507,-0.04681358189244385,0.03345394141772868,-0.019230303161567933,-0.051961040995235665,-0.010937475250021625,0.04703167437582892,0.054800641898914385,0.008921455260404876,-0.10464597700333553,-0.0009532511324012193,0.06873163648842048
totrmsabvgrd,0.026458264043142613,0.3266022141530546,0.18163739992152583,0.35891642649061406,-0.05365281861265934,0.09069649717889736,0.17554699116479752,0.23655826511938152,-0.0032193368741414096,-0.06277838051561677,0.2683412046973335,0.24063984991336962,0.360895350948528,0.5903005832014594,0.1066309337869318,0.8045331465628975,-0.08257011654226858,-0.05116255929727438,0.5330363882249773,0.34832286058233414,0.6894144412569053,0.287073108983275,1.0,0.3138278588963127,0.12953919093181818,0.35146873512280613,0.3161232932145132,0.14822059630018783,0.2245065945617009,0.018787020145511542,-0.02140118344613834,0.04011637782132463,0.029590383057371317,0.021644054598825565,0.030940528096100102,0.007509590065051572,0.5008294536960776,-0.018175624177652516,0.632953955946827
fireplaces,-0.04999341753967003,0.25909305363242663,0.22747555151728918,0.3997461193006973,-0.03950371717857948,0.1700308754791846,0.12534830226274726,0.23830365530946268,0.26614856424737726,0.05685404167064495,0.0015648785134511523,0.30156061751810614,0.39558244019196476,0.1868862559296353,-0.010778139113296848,0.4672006872595263,0.12987432758766457,0.059429640130324396,0.24205977294391107,0.2029413421478048,0.10087520005583502,-0.12451761912025172,0.3138278588963127,1.0,0.08006657143129597,0.31492075598452174,0.2795379222710973,0.2331262820054704,0.18310618193988878,0.0008967358160295442,0.012994724571827317,0.15160961304990903,0.09174703020175444,-0.009272249296603953,0.03603237513741559,0.007016278413590852,0.5052141952082836,0.008465685976223089,0.4666174662771076
garageyrblt,0.14641694756073925,0.04282549160250229,-0.020702592743853093,0.5245521152238142,-0.3380194183946032,0.8260532674099541,0.5974160740394018,0.2422834881570625,0.23848906824432742,-0.02604298227014018,0.062133416013034466,0.30195592676690536,0.21613898870073608,0.0887454701833983,-0.027267205859367146,0.24388502274859156,0.19533750918731296,-0.04166229074465156,0.47449334843467356,0.23103549347239727,-0.0234504178274197,-0.05830670925943703,0.12953919093181818,0.08006657143129597,1.0,0.5688806580054918,0.548219883580838,0.24178087607431029,0.19951979680404716,-0.2827128832605778,0.012902968265570728,-0.07913517397797963,-0.012492433405323133,-0.007391303952979626,-0.030125214750048576,0.030770660848637055,0.4982721418006259,-0.06359265350370269,0.400641479666429
garagecars,-0.02072574681138542,0.3001725101520107,0.15209272135454097,0.5648567547744578,-0.19900667799464616,0.5074673687621635,0.3695883743714651,0.33208694306350667,0.26117016183198954,0.023362063455261015,0.14231419919841604,0.42413203116159487,0.42684575897218385,0.18059548350322838,-0.022298549751899852,0.4847299740417313,0.15775132283822643,-0.012617842631398868,0.4613016443515719,0.2246862256455696,0.1244632381580635,-0.0372058820467831,0.35146873512280613,0.31492075598452174,0.5688806580054918,1.0,0.8882406260569788,0.23787845777642508,0.23236810627391938,-0.12149986433919102,0.011209279528028436,0.03475496085397414,0.030990074504635912,-0.02674868600832258,0.0409238127573868,0.024838668778601216,0.6384232773831009,-0.015346265803318715,0.6781499948100079
garagearea,-0.08117175484417503,0.34422995899837583,0.17331112530735931,0.5167377807988802,-0.17811039748812654,0.45709391181464565,0.3119330531265148,0.3301327027168089,0.2925875114923486,0.0498500371043648,0.11494798344638826,0.44042257807224594,0.4640116213870504,0.12176505790122372,-0.012684977083746083,0.46252770303614565,0.18085432233630444,-0.0031041822867530276,0.39327486153454544,0.1581642009631873,0.11127187208620477,-0.04146638645293305,0.3161232932145132,0.2795379222710973,0.548219883580838,0.8882406260569788,1.0,0.2418490158893179,0.23477831877283004,-0.09841910017717781,0.02371366749725251,0.055989715860526146,0.0348551186128405,-0.0076722900515874375,0.023448882289716814,0.02206835964947172,0.6286652436012157,-0.02708872429242486,0.7000073805412818
wooddecksf,-0.024065740192170365,0.13284767291229155,0.17854151819388606,0.27721320944167016,0.00318801914207604,0.25559240312893233,0.22629062308372735,0.161680481724223,0.23123282501208556,0.13021905173915807,-0.060347813538421974,0.2344897716876704,0.2465386650820289,0.0714356258800703,0.005262682542521017,0.252695967614342,0.16211094142995047,0.08288152371139577,0.17013049368825248,0.12503647278805002,0.011380343942929562,-0.0981897452682507,0.14822059630018783,0.2331262820054704,0.24178087607431029,0.23787845777642508,0.2418490158893179,1.0,0.0446302363679096,-0.11765521661447044,-0.010167812930899578,-0.037808498052612195,0.12493709447400506,0.06374462572475051,0.021975886328352855,0.015867843377092985,0.3621972702060454,0.002139119452697717,0.3075095630315605
openporchsf,0.0015939849503940038,0.16490400829343196,0.07102144223602783,0.3000703716692518,-0.05895568569730411,0.18221500753363337,0.23329249570193325,0.13847899515552844,0.10735640567019154,-0.007807652673473005,0.09783701119797031,0.20657319877923025,0.2160058515332421,0.17963979720145581,0.023472194306771207,0.3257077440111048,0.06979713329257974,-0.007890871272843951,0.2569510445507844,0.168412864047626,0.09493741074013863,-0.04681358189244385,0.2245065945617009,0.18310618193988878,0.19951979680404716,0.23236810627391938,0.23477831877283004,0.0446302363679096,1.0,-0.10187703021195445,-0.031981756286875294,0.06464903092532875,0.03091545181734467,-0.009762997438866257,0.031408025671161244,-0.06140872065472162,0.3352256237976053,-0.03573216140055955,0.33301440353373885
enclosedporch,-0.021640901718087722,-0.015078854971187819,0.0023508411726318335,-0.13588768115184205,0.04425185765666674,-0.3569470911062956,-0.19895969995661097,-0.09621811927603159,-0.10868488360403712,0.013003208453304065,0.02766754721633033,-0.07895683250206897,-0.06616687252145188,0.06084132960635358,-0.012450890403281819,0.0014216534383840376,-0.09185768856380118,-0.024772270639441853,-0.09851811043917962,-0.06717786359971949,0.037405890319307154,0.03345394141772868,0.018787020145511542,0.0008967358160295442,-0.2827128832605778,-0.12149986433919102,-0.09841910017717781,-0.11765521661447044,-0.10187703021195445,1.0,-0.03354655442303681,-0.05526583943371841,-0.010672985293034998,0.007032941288437545,0.013772833719790979,0.006744307134134676,-0.12707387959577038,0.011196380486954607,-0.05975347470934242
threessnporch,-0.049172365185188596,0.035154157577963696,0.017726434817664855,-0.004313804262334575,0.04232952718551567,-0.0025888253222805624,0.02458212701530483,0.02051152867663527,0.04530650104715332,-0.026887793159389883,-0.024388154805824076,0.01068514865158222,0.023602639005686484,-0.024024609014075462,0.0012073296028361415,-0.0028223041725845607,0.04287594392388737,-0.02642674731136263,0.0008841902109376125,-0.019455130014022253,-0.05019883344519773,-0.019230303161567933,-0.02140118344613834,0.012994724571827317,0.012902968265570728,0.011209279528028436,0.02371366749725251,-0.010167812930899578,-0.031981756286875294,-0.03354655442303681,1.0,-0.028826576319555153,-0.006067814635717587,0.007102397955219236,0.03981910217499513,0.01684669092490315,0.009329351291757543,-0.001926747270779049,0.009092236195132924
screenporch,-0.06063781921534526,0.10606279255228765,0.02776628190328197,0.016397902563064608,0.0668602688254956,-0.0678672403310554,-0.06248881126226924,0.022073330777919727,0.03967616517078945,0.0490763802894348,-0.01907763760832303,0.04293958574807523,0.08305441535827525,0.01669157933602551,0.042720131007488824,0.08218626628970337,0.01937221637878169,0.009810929283641459,-0.028906460891910638,0.03774621408258971,0.010404624863160234,-0.051961040995235665,0.04011637782132463,0.15160961304990903,-0.07913517397797963,0.03475496085397414,0.055989715860526146,-0.037808498052612195,0.06464903092532875,-0.05526583943371841,-0.028826576319555153,1.0,-0.006110585038426788,-0.00019846389282552387,0.03216953396782662,0.007828714727392098,0.08499571770921395,0.025589434103397504,0.07892661440084738
poolarea,-0.016808685362006897,0.10809145514889777,0.05139485864155044,-0.006858336421697742,-0.0226571184291318,0.003807414907739907,-0.02124657293014607,-0.0035831421546387177,0.026904507215425935,0.059972031609964255,-0.04542762383087677,0.007800260019384571,0.10644643364643265,-0.030145823491812187,-0.006111228432639091,0.054880404600614725,0.041728688888790944,0.10055535280140017,-0.022444050754067597,-0.008170668160002729,-0.011706771641345053,-0.010937475250021625,0.029590383057371317,0.09174703020175444,-0.012492433405323133,0.030990074504635912,0.0348551186128405,0.12493709447400506,0.03091545181734467,-0.010672985293034998,-0.006067814635717587,-0.006110585038426788,1.0,-0.006807618558461024,-0.05917876304484191,-0.05053673806455656,0.03405129646854484,0.012611121457189326,0.04225611665828841
miscval,-0.032136946531618533,0.02075330104378065,0.04466428823916894,-0.030663076648069203,0.03222449350584584,-0.016606060397968553,-0.030554793393058787,-0.020560472752140554,0.026935219273983714,-0.00872981389518158,-0.020908888602130162,0.003003757441878472,0.006823273737402411,0.011139552905669646,-0.004305257346869475,0.014648156376956394,-0.019319214398074876,-0.0003888089638878234,-0.011753928170394003,0.03627193681272087,0.02742946176058884,0.04703167437582892,0.021644054598825565,-0.009272249296603953,-0.007391303952979626,-0.02674868600832258,-0.0076722900515874375,0.06374462572475051,-0.009762997438866257,0.007032941288437545,0.007102397955219236,-0.00019846389282552387,-0.006807618558461024,1.0,0.010827909555783667,0.034543799284227385,-0.009111004600446638,0.016071441440061496,0.007697326171465994
mosold,0.012287154787672139,-0.024516693643194105,0.014929068546581565,0.0006680287494720865,0.019615481627367863,-0.02506267078236498,-0.008404990177091757,-0.003318298430708604,-0.009325508465954518,-0.01369632560193202,-0.01073613617315524,-0.02639512684633986,-0.0017167571332757786,0.033683101776088895,0.012058907688074648,0.02926678895336458,-0.015350526741487314,0.04398868307687667,0.025628938976598785,-0.010766494864115074,0.04826688096966469,0.054800641898914385,0.030940528096100102,0.03603237513741559,-0.030125214750048576,0.0409238127573868,0.023448882289716814,0.021975886328352855,0.031408025671161244,0.013772833719790979,0.03981910217499513,0.03216953396782662,-0.05917876304484191,0.010827909555783667,1.0,-0.13874952593052217,-0.004117477790246217,0.014258061661378336,0.00926782786677883
yrsold,-0.03226241322780843,0.010236131297043021,-0.0037911794566831327,0.044007111408575224,0.032539412965523956,0.024117579679998592,0.090025994025554,-0.021982934939915023,0.029546383078394935,0.0006672087866468292,0.0191634789446843,0.05022524439116884,0.02327389436071897,0.002146889062767744,-0.015113125241193966,0.018478344961355586,0.06757989666416991,-0.0595533102400572,0.04060015052807571,-0.0022909793093825186,0.0030675620897141474,0.008921455260404876,0.007509590065051572,0.007016278413590852,0.030770660848637055,0.024838668778601216,0.02206835964947172,0.015867843377092985,-0.06140872065472162,0.006744307134134676,0.01684669092490315,0.007828714727392098,-0.05053673806455656,0.034543799284227385,-0.13874952593052217,1.0,0.039644405797642585,0.049283811146473004,0.03913094373531452
