index,p_saleprice
1379,179632.8488
1380,114042.9615
1385,134352.9668
1388,144200.2421
1389,229484.68
1392,177610.6404
1396,178138.173
1399,245486.5024
1405,152816.608
1411,215329.2217
1412,161432.9739
1416,243288.4498
1417,178489.8615
1418,164070.6369
1426,147189.5935
1428,216384.287
1431,197305.1911
1441,94700.09925
1443,138924.916
1444,144727.7747
1451,391525.112
1454,132418.6806
1461,262807.1563
1463,134528.811
1465,520330.9899
1474,198360.2563
1475,163543.1043
1479,207152.4664
1482,182182.5897
1484,324616.3932
1485,105338.6735
1492,237221.8249
1493,418165.5086
1494,203811.4265
1496,103756.0757
1498,160729.5971
1499,157740.2456
1502,177610.6404
1503,234408.3176
1504,189743.8904
1506,438387.5918
1510,149299.7239
1516,230275.9789
1522,235111.6945
1523,205481.9464
1528,200734.153
1538,106042.0503
1539,260433.2595
1546,103140.6209
1547,327957.4331
1555,162224.2728
1557,136638.9414
1559,81775.55042
1561,175500.51
1563,181391.2908
1567,180248.3035
1577,165741.1568
1580,152992.4522
1589,105602.4398
1590,215417.1438
1592,132330.7585
1593,154311.2837
1594,193700.3849
1599,279600.2775
1605,167411.6767
1607,203459.7381
1611,139716.2149
1612,246717.4118
1614,92062.43623
1625,219637.4047
1644,107097.1155
1647,115889.3256
1651,269577.158
1652,228253.7706
1667,170752.7166
1669,136726.8635
1675,206800.778
1681,142441.8001
1691,131715.3038
1699,190271.423
1708,214010.3902
1709,76500.22436
1710,98656.5938
1711,359433.5452
1715,44408.65752
1721,380271.0831
1734,132066.9922
1735,240211.1763
1738,107097.1155
1742,141035.0464
1746,229484.68
1747,122219.7168
1759,232825.7198
1762,158531.5445
1763,156333.492
1765,239331.9553
1770,179544.9267
1771,111844.9089
1772,281974.1743
1774,107097.1155
1776,151234.0102
1778,247508.7107
1779,210229.7399
1784,147189.5935
1785,170049.3398
1787,219813.2489
1790,258762.7396
1792,346421.0742
1793,293228.2032
1796,262191.7015
1801,135583.8762
1802,549521.1274
1806,270632.2232
1807,282501.7069
1812,109734.7785
1813,173390.3796
1819,294898.7231
1821,119230.3654
1822,285051.4478
1825,149827.2565
1830,251377.2831
1831,161960.5065
1836,212339.8703
1841,309317.9477
1849,190447.2672
1853,160377.9087
1857,249355.0748
1859,214362.0786
1862,140155.8254
1864,176028.0426
1867,393371.4761
1869,267730.7939
1881,177610.6404
1883,148068.8145
1887,143848.5537
1889,143936.4758
1891,146134.5283
1893,185084.019
1894,236342.6039
1898,246893.256
1902,231946.4988
1909,186754.5389
1912,196250.1258
1915,13196.31168
1919,158531.5445
1920,207679.999
1921,172599.0807
1932,123274.7821
1933,208383.3758
1941,169873.4956
1944,153080.3743
1948,190095.5788
1949,120988.8074
1951,206712.8559
1956,126791.6661
1962,41683.07239
1965,141562.5791
1968,168818.4303
1971,133473.7458
1976,171895.7039
1980,191414.4103
1985,107097.1155
1990,110262.3111
1992,107976.3365
1994,212955.325
2016,141122.9686
2025,113427.5068
2029,198448.1784
2041,207416.2327
2042,199767.0099
2043,220340.7815
2044,151058.166
2054,189919.7346
2060,207152.4664
2074,154750.8942
2076,126088.2893
2077,213922.4681
2078,345014.3206
2082,321363.2755
2083,142441.8001
2085,187721.682
2087,147189.5935
2090,105426.5956
2091,249355.0748
2095,228253.7706
2102,294019.5021
2106,140331.6696
2108,208207.5316
2111,251553.1273
2112,215065.4554
2113,125736.6009
2114,195195.0606
2120,247244.9444
2121,141474.657
2131,152464.9196
2135,107097.1155
2137,191150.644
2139,65422.03964
2142,143848.5537
2145,153168.2964
2151,331474.3171
2153,308438.7266
2156,141562.5791
2157,207855.8432
2162,119933.7422
2165,253399.4915
2169,129429.3291
2170,169345.963
2176,140155.8254
2181,68851.00158
2187,172774.9249
2190,140507.5138
2192,174621.289
2194,211900.2598
2197,151058.166
2200,140067.9033
2201,276786.7703
2209,191150.644
2220,178050.2509
2229,115537.6372
2231,223857.6655
2232,223066.3666
2242,239683.6437
2243,131891.148
2253,205921.5569
2257,222890.5224
2260,88721.39639
2261,107097.1155
2262,238188.968
2272,298943.1397
2278,221307.9246
2279,198008.5679
2280,354949.518
2293,349586.2699
2298,95139.70976
2300,150882.3218
2304,192029.865
2307,241002.4752
2308,346860.6848
2310,127143.3545
2322,222802.6003
2330,156333.492
2331,282589.629
2335,254190.7904
2350,176028.0426
2351,104283.6083
2358,139804.137
2361,202228.8287
2364,155630.1152
2366,140859.2022
2367,131011.9269
2372,176731.4194
2375,224912.7307
2377,183765.1875
2387,252959.8809
2392,234496.2397
2393,89688.5395
2394,177434.7962
2399,101997.6336
2404,108503.8691
2411,208735.0642
2417,244519.3593
2429,99184.1264
2435,173566.2238
2437,256388.8429
2439,110174.389
2441,128198.4197
2444,250585.9842
2446,128198.4197
2451,329364.1867
2452,124505.6915
2454,205218.1801
2458,116944.3908
2469,148596.3471
2472,273181.9642
2476,164774.0137
2482,130308.5501
2485,191941.9429
2487,202756.3613
2488,209790.1294
2491,123978.1589
2512,236870.1365
2518,100239.1916
2521,204426.8812
2532,112372.4415
2537,157916.0898
2539,98656.5938
2543,143321.0211
2545,121868.0284
2549,132418.6806
2550,103580.2314
2551,187985.4484
2554,268170.4044
2555,173038.6912
2561,207855.8432
2562,131363.6153
2567,280655.3427
2568,110438.1553
2576,113427.5068
2583,257795.5965
2588,191854.0208
2591,193436.6186
2596,282765.4732
2603,224033.5097
2607,29461.90036
2613,131539.4595
2614,166532.4557
2626,144024.3979
2632,107097.1155
2642,241793.7741
2647,270104.6906
2648,186754.5389
2653,232210.2651
2662,189919.7346
2674,177962.3288
2680,138221.5392
2696,265884.4298
2707,159586.6097
2708,168818.4303
2711,144551.9305
2712,140155.8254
2715,127670.8871
2719,156685.1804
2727,153519.9848
2734,159498.6876
2737,217703.1185
2745,309142.1034
2747,187457.9157
2752,190447.2672
2755,182358.4339
2757,98656.5938
2764,207328.3106
2771,110350.2332
2774,165477.3905
2779,281534.5638
2786,147629.204
2789,182182.5897
2803,133825.4342
2805,225440.2634
2806,84589.05765
2811,157652.3235
2812,293140.2811
2817,197393.1132
2821,123978.1589
2822,160729.5971
2828,122043.8726
2829,110613.9995
2842,220692.4699
2846,156157.6478
2854,200909.9972
2857,223154.2887
2861,135232.1878
2862,248300.0096
2866,172335.3144
2868,188512.981
2870,139012.8381
2873,188425.0589
2878,134440.8889
2883,297272.6198
2885,268785.8591
2886,166444.5336
2900,129781.0175
2903,283117.1616
2912,233177.4082
2914,347476.1395
2919,159850.3761
2923,217703.1185
2924,151409.8544
