,index,p_saleprice
115,436,180829.64292865925
116,440,138482.22909904132
117,449,251221.70167855392
118,454,142478.59100018075
119,455,173958.70492319143
120,462,137781.1129760344
121,463,159515.71278924888
122,468,108194.0125851424
123,469,170032.45463435267
124,478,59115.88397465804
125,481,157762.9224817316
126,484,260686.76933914734
127,488,183704.2190329876
128,495,192327.94734597273
129,500,136589.21556692262
130,501,313761.2598507711
131,504,319229.9656102251
132,506,151242.54253776724
133,508,143179.70712318766
134,517,132312.4072165804
135,529,313410.70178926765
136,530,190505.0454261547
137,539,313901.48307537247
138,540,89474.21210085764
139,542,196043.8627979094
140,548,173467.92363708658
141,553,184896.11644209936
142,555,54067.847889008226
143,556,268539.2699168248
144,560,294831.1245295843
145,566,330167.37712913303
146,567,304576.63863938046
147,573,265384.24736329366
148,574,112540.93254778531
149,575,198357.54600383222
150,578,186438.5719127146
151,583,196464.53247171355
152,586,126843.70145712644
153,587,302262.9554334576
154,588,241125.6295072543
155,591,175641.38361840803
156,592,222055.2709614661
157,593,-8051.04060940483
158,595,125721.9156603154
159,602,233203.01731727613
160,607,169191.11528674437
161,608,204807.81433549587
162,615,236708.5979323107
163,633,127124.14790632922
164,635,267207.1492831117
165,640,124740.35308810571
166,643,290133.6465054379
167,645,209855.8504211457
168,650,289502.6419947317
169,651,179707.85713184817
170,676,191556.7196106651
171,677,330938.6048644406
172,685,145493.3903291105
173,690,174239.1513723942
174,692,291816.32520065457
175,693,146895.62257512435
176,697,296934.47289860505
177,701,192538.2821828748
178,708,137500.66652683163
179,709,244280.65206078542
180,712,145212.94387990775
181,715,156360.69023571775
182,716,164213.19081339525
183,717,159375.48956464752
184,719,159796.15923845166
185,724,222335.71741066888
186,731,164002.85597649319
187,733,164143.07920109457
188,734,129087.2730507486
189,736,228084.8696193256
190,739,154187.2302543963
191,740,154467.67670359908
192,750,181951.42872547032
193,752,177744.7319874288
194,753,213571.76587308236
195,761,116607.40606122543
196,763,192958.95185667893
197,772,242878.4198147716
198,775,140164.90779425792
199,780,295041.45936648635
200,781,226472.3025364097
201,787,160216.82891225582
202,792,247085.11655281312
203,793,154467.67670359908
204,795,123758.79051589602
205,796,359474.03107082227
206,797,308222.44247901643
207,802,150751.7612516624
208,813,217357.79293731973
209,822,171504.7984926672
210,829,103987.3158471009
211,839,255077.840355092
212,840,294971.34775418567
213,843,151943.65866077418
214,844,155869.9089496129
215,845,164633.86048719942
216,852,209575.40397194293
217,854,270151.83699974074
218,855,188682.14350633672
219,856,132592.8536657832
220,858,181600.87066396684
221,860,201652.79178196474
222,865,208243.28333822978
223,868,109385.90999425415
224,884,185807.56740200837
225,892,182372.09839927446
226,896,264122.23834188125
227,899,164423.52565029732
228,900,164143.07920109457
229,902,184475.44676829522
230,904,248277.01396192485
231,909,257812.19323481896
232,911,244911.65657149165
233,912,227103.3070471159
234,916,181741.09388856823
235,919,170102.56624665338
236,923,123758.79051589602
237,927,195482.96989950386
238,928,258723.64419472797
239,930,187209.7996480222
240,931,311517.68825714896
241,943,111278.92352637285
242,946,146685.28773822228
243,949,100481.73523206628
244,952,126142.58533411953
245,954,163862.6327518918
246,955,142408.47938788007
247,956,133434.1930133915
248,965,247295.45138971516
249,968,206770.93947991525
250,973,54067.847889008226
251,978,166807.32046852086
252,979,126703.47823252506
253,980,161619.06115826964
254,988,103426.42294869534
255,989,205719.26529540488
256,991,245472.5494698972
257,996,172276.02622797483
258,997,179777.96874414885
259,999,223737.9496566827
260,1001,140024.68456965653
261,1003,154467.67670359908
262,1004,94522.24818650747
263,1008,199759.77824984607
264,1009,318809.2959364209
265,1015,256199.62615190304
266,1017,413319.74931775365
267,1021,240845.18305805154
268,1023,194781.85377649692
269,1025,191837.1660598679
270,1027,159726.04762615098
271,1032,206770.93947991525
272,1036,236848.8211569121
273,1039,261598.22029905635
274,1042,248837.9068603304
275,1047,114924.72736600882
276,1052,187139.6880357215
277,1056,136799.55040382472
278,1058,180549.19647945647
279,1068,131821.6259304756
280,1071,217217.56971271837
281,1072,144161.26969539735
282,1077,242107.192079464
283,1080,111138.70030177146
284,1086,174449.48620929627
285,1088,136168.54589311848
286,1089,181951.42872547032
287,1092,221915.0477368647
288,1094,154397.56509129837
289,1095,242527.86175326814
290,1097,36680.16803843663
291,1100,141006.24714186622
292,1105,203195.24725257995
293,1106,129157.38466304928
294,1110,259635.09515463698
295,1116,174169.0397600935
296,1124,312779.6972785614
297,1126,169191.11528674437
298,1131,134275.5323609998
299,1143,185737.4557897077
300,1146,96415.26171862613
301,1155,190505.0454261547
302,1156,119832.54022705727
303,1157,182512.32162387585
304,1160,274568.8685746843
305,1163,177183.83908902327
306,1179,242668.0849778695
307,1181,227664.19994552145
308,1183,123478.34406669324
309,1189,283613.2665614736
310,1190,132873.30011498596
311,1197,183984.66548219038
312,1204,166807.32046852086
313,1206,222405.82902296956
314,1207,196324.30924711216
315,1208,300860.7231874438
316,1215,192187.72412137134
317,1219,142688.92583708282
318,1221,252063.04102616225
319,1222,155238.9044389067
320,1224,230468.66443754913
321,1233,216376.23036511004
322,1235,165124.64177330426
323,1236,126773.58984482576
324,1240,180759.53131635854
325,1246,153696.44896829146
326,1253,155449.23927580877
327,1254,149980.5335163548
328,1256,205158.37239699933
329,1258,214202.7703837886
330,1259,216867.01165121488
331,1260,236638.48632001
332,1262,157622.6992571302
333,1269,252623.9339245678
334,1278,145914.06000291466
335,1281,282351.25754006114
336,1287,391725.37272914057
337,1288,186929.35319881944
338,1289,250941.2552293512
339,1298,236287.92825850655
340,1301,161759.28438287103
341,1307,166106.20434551392
342,1311,140445.3542434607
343,1312,137640.88975143302
344,1321,252553.82231226706
345,1322,143670.4884092925
346,1323,253184.8268229733
347,1324,58274.54462704974
348,1333,122496.78149448356
349,1335,167858.99465303123
350,1348,207962.836889027
351,1358,295111.5709787871
352,1359,290904.87424074556
353,1360,143950.93485849528
354,1361,210276.52009494984
355,1362,182442.21001157517
356,1363,156991.69474642398
357,1376,266365.80993550335
358,1379,180479.0848671558
359,1380,109245.68676965279
360,1385,135116.8717086081
361,1388,148718.52449494234
362,1389,227453.8651086194
363,1392,178866.51778423987
364,1396,164002.85597649319
365,1399,233974.24505258372
366,1405,150891.98447626378
367,1411,216236.00714050868
368,1412,176062.0532922122
369,1416,225630.9631888014
370,1417,183353.66097148415
371,1418,156991.69474642398
372,1426,149700.08706715202
373,1428,212449.9800762713
374,1431,206350.26980611112
375,1441,79798.80960336217
376,1443,133574.41623799287
377,1444,136519.10395462194
378,1451,377492.71543210006
379,1454,150260.97996555755
380,1461,265454.3589755944
381,1463,131190.62141976936
382,1465,457490.0650671896
383,1474,187279.9112603229
384,1475,161338.6147090669
385,1479,204527.36788629313
386,1482,177884.95521203018
387,1484,306539.76378379983
388,1485,111419.14675097424
389,1492,239723.3972612405
390,1493,394109.1675473641
391,1494,201442.45694506267
392,1496,105529.7713177161
393,1498,165405.088222507
394,1499,151663.2122115714
395,1502,166667.09724391947
396,1503,249048.2416972325
397,1504,185036.33966670075
398,1506,400980.1055528319
399,1510,167087.7669177236
400,1516,225911.40963800414
401,1522,229697.4367022415
402,1523,201722.90339426545
403,1528,192117.61250907063
404,1538,88843.20759015143
405,1539,270432.2834489435
406,1546,106721.66872682786
407,1547,316705.9475674002
408,1555,163091.40501658418
409,1557,175220.7139446039
410,1559,69492.40259516044
411,1561,168910.6688375416
412,1563,184405.33515599451
413,1567,148017.40837193542
414,1577,176552.83457831704
415,1580,165825.75789631117
416,1589,108684.79387124724
417,1590,219531.2529186412
418,1592,130769.9517459652
419,1593,157762.9224817316
420,1594,213010.87297467684
421,1599,264262.4615664826
422,1605,171294.46365576514
423,1607,197375.98343162253
424,1611,115695.95510131645
425,1612,230188.21798834635
426,1614,91717.78369447979
427,1625,212940.76136237616
428,1644,130068.83562295829
429,1647,115625.84348901574
430,1651,274428.64535008295
431,1652,221003.5967769557
432,1667,154958.45798970392
433,1669,125932.25049721746
434,1675,215885.4490790052
435,1681,159655.93601385027
436,1691,127825.26402933613
437,1699,193239.3983058817
438,1708,200951.67565895783
439,1709,79308.02831725733
440,1710,140164.90779425792
441,1711,350499.74469633366
442,1715,68721.17485985282
443,1721,369219.5451806184
444,1734,136939.7736284261
445,1735,229346.87864073805
446,1738,114924.72736600882
447,1742,136939.7736284261
448,1746,222616.16385987162
449,1747,121374.99569767248
450,1759,231590.4502343602
451,1762,159655.93601385027
452,1763,152504.5515591797
453,1765,253605.4964967775
454,1770,174519.59782159698
455,1771,113101.82544619084
456,1772,271483.9576334539
457,1774,113242.04867079222
458,1776,155729.68572501154
459,1778,246384.0004298062
460,1779,206280.1581938104
461,1784,151733.32382387208
462,1785,183003.1029099807
463,1787,221073.7083892564
464,1790,255989.291315001
465,1792,362278.4955628499
466,1793,297004.5845109057
467,1796,266506.03316010477
468,1801,143249.81873548837
469,1802,500819.04146901716
470,1806,247365.5630020159
471,1807,280107.685946439
472,1812,122637.00471908494
473,1813,174098.92814779282
474,1819,293709.3387327732
475,1821,126843.70145712644
476,1822,315724.3849951905
477,1825,147456.51547352987
478,1830,235025.9192370941
479,1831,158674.37344164058
480,1836,213992.43554688653
481,1841,295812.687101794
482,1849,181670.98227626755
483,1853,153416.00251908868
484,1857,240144.06693504463
485,1859,205719.26529540488
486,1862,162881.0701796821
487,1864,185176.56289130214
488,1867,384503.8766621693
489,1869,263771.68028037774
490,1881,178866.51778423987
491,1883,169471.56173594715
492,1887,142829.1490616842
493,1889,134836.42525940534
494,1891,155168.792826606
495,1893,173608.14686168797
496,1894,226682.63737331177
497,1898,251642.3713523581
498,1902,247015.00494051244
499,1909,189102.8131801409
500,1912,208453.61817513185
501,1915,14805.345000620742
502,1919,170032.45463435267
503,1920,203405.58208948205
504,1921,175290.82555690457
505,1932,102585.08360108704
506,1933,187279.9112603229
507,1941,167788.88304073055
508,1944,165615.42305940908
509,1948,191065.93832456027
510,1949,166386.6507947167
511,1951,210977.63621795678
512,1956,120463.5447377635
513,1962,51543.82984618331
514,1965,136098.43428081778
515,1968,172556.4726771776
516,1971,161198.3914844655
517,1976,185386.8977282042
518,1980,156921.5831341233
519,1985,130068.83562295829
520,1990,92208.56498058463
521,1992,115064.95059061021
522,1994,213221.2078115789
523,2016,149209.30578104718
524,2025,94732.58302340953
525,2029,201232.1221081606
526,2041,224298.84255508822
527,2042,197866.76471772738
528,2043,220092.14581704672
529,2044,144932.49743070497
530,2054,192888.84024437825
531,2060,206490.49303071247
532,2074,164703.9720995001
533,2076,126212.69694642021
534,2077,227173.4186594166
535,2078,322945.88106216176
536,2082,320702.3094685396
537,2083,152574.66317148038
538,2085,192257.83573367202
539,2087,141847.58648947452
540,2090,100972.51651817112
541,2091,244000.20561158264
542,2095,211258.08266715953
543,2102,279126.1233742293
544,2106,138061.55942523715
545,2108,208944.3994612367
546,2111,243439.31271317715
547,2112,210697.189768754
548,2113,132592.8536657832
549,2114,203686.0285386848
550,2120,240003.8437104432
551,2121,136729.438791524
552,2131,153906.78380519353
553,2135,129788.38917375551
554,2137,187630.46932182636
555,2139,72647.42514869157
556,2142,141847.58648947452
557,2145,164283.30242569593
558,2151,331289.1629259441
559,2153,309274.1166635268
560,2156,135046.7600963074
561,2157,215184.33295599828
562,2162,143670.4884092925
563,2165,250170.02749404355
564,2169,123197.89761749047
565,2170,171715.13332956927
566,2176,161478.83793366826
567,2181,84846.84568901197
568,2187,175220.7139446039
569,2190,148578.30127034095
570,2192,173678.25847398865
571,2194,206911.16270451664
572,2197,165124.64177330426
573,2200,137851.22458833508
574,2201,271974.7389195587
575,2209,191206.16154916165
576,2220,182512.32162387585
577,2229,121094.5492484697
578,2231,216446.34197741075
579,2232,254026.16617058162
580,2242,257111.07711181205
581,2243,156571.02507261984
582,2253,211117.85944255817
583,2257,227453.8651086194
584,2260,91227.00240837494
585,2261,141006.24714186622
586,2262,226051.63286260553
587,2272,293288.66905896907
588,2278,217848.57422342457
589,2279,182372.09839927446
590,2280,381839.635394743
591,2293,339562.3331774257
592,2298,96976.15461703169
593,2300,143109.59551088698
594,2304,213501.65426078168
595,2307,220022.03420474604
596,2308,336617.64546079666
597,2310,138762.6755482441
598,2322,243018.643039373
599,2330,184755.893217498
600,2331,265244.0241386923
601,2335,248767.79524802972
602,2350,166456.7624070174
603,2351,112681.15577238667
604,2358,135958.21105621642
605,2361,199619.55502524468
606,2364,161548.94954596896
607,2366,143530.26518469115
608,2367,149069.0825564458
609,2372,187139.6880357215
610,2375,200460.89437285298
611,2377,187840.80415872842
612,2387,261107.43901295148
613,2392,238391.2766275273
614,2393,89824.77016236112
615,2394,178936.62939654055
616,2399,116467.18283662404
617,2404,130910.17497056659
618,2411,213852.21232228514
619,2417,243579.5359377785
620,2429,100902.40490587044
621,2435,177884.95521203018
622,2437,268749.6047537269
623,2439,112330.59771088322
624,2441,123338.12084209186
625,2444,244490.98689768752
626,2446,128245.9337031403
627,2451,323717.10879746935
628,2452,147526.62708583058
629,2454,211818.97556556508
630,2458,121094.5492484697
631,2469,155168.792826606
632,2472,282140.92270315904
633,2476,152504.5515591797
634,2482,108194.0125851424
635,2485,188962.5899555395
636,2487,196184.08602251078
637,2488,195132.4118380004
638,2491,124179.46018970016
639,2512,230258.32960064706
640,2518,108754.90548354795
641,2521,228996.3205792346
642,2532,115485.62026441435
643,2537,161548.94954596896
644,2539,101463.29780427596
645,2543,158954.81989084336
646,2545,122496.78149448356
647,2549,141847.58648947452
648,2550,102024.19070268152
649,2551,184335.22354369384
650,2554,275340.09630999196
651,2555,181670.98227626755
652,2561,200250.55953595092
653,2562,135958.21105621642
654,2567,263561.3454434757
655,2568,120112.98667626001
656,2576,127685.04080473474
657,2583,248697.68363572904
658,2588,190224.59897695197
659,2591,192257.83573367202
660,2596,269310.4976521324
661,2603,216867.01165121488
662,2607,48108.3608434494
663,2613,150401.20319015894
664,2614,158393.92699243783
665,2626,183844.442257589
666,2632,109035.3519327507
667,2642,228715.87413003182
668,2647,279266.34659883066
669,2648,193730.17959198655
670,2653,248347.1255742256
671,2662,196043.8627979094
672,2674,163722.4095272904
673,2680,133434.1930133915
674,2696,276111.32404529955
675,2707,146965.73418742503
676,2708,159726.04762615098
677,2711,147596.73869813126
678,2712,128666.60337694443
679,2715,127685.04080473474
680,2719,156781.3599095219
681,2727,157552.58764482953
682,2734,165334.97661020633
683,2737,223457.50320747992
684,2745,313901.48307537247
685,2747,188121.2506079312
686,2752,174659.82104619834
687,2755,164844.19532410149
688,2757,97677.2707400386
689,2764,206630.71625531386
690,2771,109105.4635450514
691,2774,152364.3283345783
692,2779,287259.0704011096
693,2786,170102.56624665338
694,2789,183213.43774688276
695,2803,132943.41172728664
696,2805,196674.86730861562
697,2806,105669.9945423175
698,2811,173047.25396328245
699,2812,286557.95427810267
700,2817,201232.1221081606
701,2821,122777.22794368633
702,2822,147596.73869813126
703,2828,141987.8097140759
704,2829,156430.80184801845
705,2842,242317.52691636604
706,2846,150401.20319015894
707,2854,194922.0770010983
708,2857,215745.22585440383
709,2861,135677.76460701364
710,2862,254587.05906898718
711,2866,175360.93716920528
712,2868,190014.2641400499
713,2870,152925.22123298387
714,2873,171364.57526806582
715,2878,111489.25836327492
716,2883,284384.4942967812
717,2885,265945.1402616992
718,2886,197936.87633002808
719,2900,120393.43312546279
720,2903,278635.3420881245
721,2912,230118.10637604567
722,2914,338440.5473806147
723,2919,168770.44561294024
724,2923,215044.1097313969
725,2924,165405.088222507
