index,p_saleprice
1611,166977.2551
1612,175855.1118
1614,171944.2808
1625,173277.1414
1644,175034.3841
1647,179466.7518
1651,176668.2205
1652,193422.7626
1667,166802.0447
1669,167511.9945
1675,170418.6397
1681,172262.8338
1691,171388.7938
1699,169855.8989
1708,174417.7934
1709,168130.7066
1710,168001.064
1711,174876.0938
1715,170257.2208
1721,172092.8424
1734,169801.3719
1735,171747.7262
1738,169676.5795
1742,171880.4272
1746,173019.9552
1747,171143.179
1759,171821.5213
1762,172605.4834
1763,170606.667
1765,170078.7874
1770,177336.1032
1771,172129.7108
1772,171823.7025
1774,168389.4581
1776,170457.641
1778,178175.1811
1779,172349.0485
1784,176930.0922
1785,168744.03
1787,173428.8175
1790,171716.5586
1792,178854.8036
1793,177647.7631
1796,176297.7914
1801,169334.793
1802,183005.9274
1806,320580.088
1807,171386.1381
1812,174720.2561
1813,169783.9432
1819,173874.7494
1821,171443.9556
1822,182660.6334
1825,166815.7976
1830,171424.719
1831,177498.8852
1836,168830.0981
1841,184690.0791
1849,171011.3549
1853,175156.9251
1857,167689.9903
1859,178386.5527
1862,172999.2675
1864,179629.0067
1867,176302.2597
1869,173400.6848
1881,170116.7698
1883,172224.0051
1887,170946.7114
1889,168546.522
1891,171589.2578
1893,173590.0862
1894,174424.8477
1898,171733.6485
1902,173330.2031
1909,171891.8882
1912,173390.4416
1915,171290.9824
1919,171792.5282
1920,173278.8614
1921,170598.4762
1932,172163.7046
1933,174042.3889
1941,168896.5044
1944,167647.7477
1948,170186.5125
1949,171776.5028
1951,172218
1956,168672.281
1962,169198.6351
1965,170584.6627
1968,179511.441
1971,172169.2717
1976,169535.5328
1980,170473.0889
1985,171879.3155
1990,166880.2487
1992,168341.2074
1994,172075.8101
2016,172164.5614
2025,167722.5123
2029,169428.6011
2041,170990.2355
2042,171797.354
2043,178870.0001
2044,173751.9725
2054,170065.6638
2060,173397.9592
2074,168573.337
2076,172278.6639
2077,174889.9122
2078,177281.9782
2082,176389.8564
2083,171532.1919
2085,171788.137
2087,173937.5386
2090,166601.1334
2091,173717.0567
2095,170412.604
2102,180749.8879
2106,171399.2145
2108,174374.1297
2111,171329.4514
2112,179918.5496
2113,176905.4933
2114,171253.4377
2120,175276.221
2121,171308.1313
2131,173287.5477
2135,169543.8906
2137,171012.1221
2139,166270.0244
2142,166787.8793
2145,177913.4688
2151,171882.5044
2153,174916.1591
2156,166717.8148
2157,175231.0303
2162,167387.3836
2165,182973.8217
2169,168357.598
2170,168913.5244
2176,186593.6688
2181,171983.3017
2187,171528.7182
2190,171151.0873
2192,172715.716
2194,171439.7809
2197,174421.3778
2200,168406.7771
2201,174841.8541
2209,173947.3742
2220,170931.4055
2229,175272.598
2231,171347.1574
2232,170401.2778
2242,177518.1333
2243,171793.1189
2253,177625.8631
2257,170775.4581
2260,167393.6529
2261,170822.6888
2262,176712.7253
2272,179665.8221
2278,215359.7479
2279,170098.464
2280,173249.8127
2293,172013.7602
2298,168586.8329
2300,170990.262
2304,171850.8218
2307,171050.528
2308,177842.12
2310,171342.4098
2322,172051.8621
2330,169576.0788
2331,183074.9688
2335,180782.9564
2350,169416.0591
2351,170978.3396
2358,173516.3534
2361,172251.3556
2364,173804.2872
2366,171242.0501
2367,174430.9731
2372,173153.3086
2375,172240.5622
2377,178275.6828
2387,176197.5386
2392,172450.3175
2393,166384.8603
2394,171018.0948
2399,171806.9026
2404,168536.1491
2411,174020.9593
2417,174154.4315
2429,167123.8171
2435,170748.2455
2437,171018.5758
2439,169185.3849
2441,173139.1041
2444,174021.6699
2446,171627.9335
2451,176569.4438
2452,169768.8995
2454,169884.0792
2458,167627.6992
2469,174367.2004
2472,170884.2858
2476,170895.5685
2482,175257.9596
2485,169584.4521
2487,173536.0609
2488,177889.5603
2491,170628.0946
2512,178962.0995
2518,168569.8192
2521,173628.0683
2532,167679.4234
2537,171394.0389
2539,172992.5199
2543,167852.7667
2545,171279.1315
2549,168043.7895
2550,167010.7472
2551,179825.7312
2554,176245.8861
2555,169519.6939
2561,169641.5908
2562,168395.53
2567,173111.6142
2568,170309.4787
2576,169874.3296
2583,170649.4266
2588,176814.4113
2591,172752.0511
2596,181847.2551
2603,171991.0994
2607,173784.3122
2613,169335.4972
2614,170147.9212
2626,168813.7478
2632,167752.6038
2642,171135.8905
2647,174928.6351
2648,172154.3882
2653,170648.9267
2662,170379.5598
2674,167530.4775
2680,171001.1234
2696,175605.8849
2707,167216.6941
2708,173777.0441
2711,174463.4679
2712,171967.1071
2715,169887.4903
2719,169265.3851
2727,169618.203
2734,170632.7405
2737,169421.0854
2745,173658.2806
2747,172174.3359
2752,169011.7681
2755,167581.7975
2757,173017.0946
2764,171607.0145
2771,167067.9983
2774,167635.0092
2779,172830.6501
2786,171817.6558
2789,179977.1917
2803,171921.5212
2805,172900.3473
2806,173021.4462
2811,170029.3803
2812,172739.6228
2817,173825.4803
2821,167769.9794
2822,169029.9357
2828,171859.5026
2829,172517.6944
2842,171086.7819
2846,170398.2125
2854,169280.6639
2857,181618.5195
2861,169873.9767
2862,175562.1369
2866,169900.5071
2868,188994.4746
2870,173644.5089
2873,167422.7785
2878,168271.919
2883,172160.0379
2885,173699.9038
2886,170400.7321
2900,164476.0954
2903,173556.4664
2912,175158.1476
2914,175062.7245
2919,170970.9183
2923,171784.7514
2924,187570.5821
