index,p_saleprice
1976,216173.2863
1980,141395.8075
1985,120182.4394
1990,77027.49308
1992,129223.6407
1994,219587.2135
2016,174424.5187
2025,75430.55099
2029,243334.4009
2041,112439.6746
2042,192089.0112
2043,224641.3116
2044,123941.3724
2054,173276.7251
2060,209894.4566
2074,140809.326
2076,120118.2352
2077,230094.3423
2078,280281.6317
2082,368280.7057
2083,142316.1619
2085,195912.3928
2087,128997.9172
2090,57214.31557
2091,244728.7255
2095,170555.5172
2102,254041.5143
2106,140588.4223
2108,188328.6595
2111,203974.9151
2112,184634.4053
2113,139287.5183
2114,164277.705
2120,230462.714
2121,117288.6323
2131,170343.9876
2135,123376.4711
2137,166539.14
2139,86686.95502
2142,100640.114
2145,151180.1212
2151,271845.3065
2153,359488.9653
2156,140661.1733
2157,239942.0703
2162,166407.3017
2165,228721.8502
2169,157499.7825
2170,208321.8686
2176,130313.5904
2181,71219.49155
2187,179202.0414
2190,177994.1544
2192,176862.8637
2194,230678.2795
2197,159866.3468
2200,165459.3837
2201,303108.2125
2209,188122.9043
2220,190563.554
2229,123210.8427
2231,212459.2114
2232,255493.3543
2242,270974.826
2243,105287.2838
2253,227132.0601
2257,240302.4272
2260,91445.92499
2261,132238.0442
2262,227100.7868
2272,321273.1621
2278,198076.744
2279,120340.3529
2280,358720.8663
2293,353626.1252
2298,103753.3918
2300,135035.8211
2304,221347.6296
2307,188131.1354
2308,330256.9049
2310,149690.0151
2322,291160.473
2330,164155.4674
2331,234182.8364
2335,221362.138
2350,151991.026
2351,106467.7948
2358,132035.1848
2361,186783.4321
2364,165801.0574
2366,124798.328
2367,164383.9244
2372,195830.2483
2375,149490.002
2377,192160.9509
2387,242558.8237
2392,180891.349
2393,84176.47647
2394,185059.4317
2399,94223.03794
2404,123653.534
2411,166197.2001
2417,263348.3011
2429,47514.80117
2435,170672.2645
2437,303126.2403
2439,122530.0632
2441,118816.2309
2444,220437.9913
2446,115822.2566
2451,330057.5593
2452,140681.3403
2454,194994.2609
2458,107851.3934
2469,151215.4235
2472,315835.9855
2476,159690.4041
2482,99454.08845
2485,212567.5554
2487,201029.856
2488,176538.1291
2491,139732.0623
2512,217737.1897
2518,102979.419
2521,260103.1678
2532,112055.2347
2537,136816.5337
2539,129337.4009
2543,149704.6404
2545,100798.9868
2549,142639.129
2550,88146.75552
2551,173676.6836
2554,322178.5086
2555,218020.4352
2561,216213.546
2562,122419.9937
2567,208601.9216
2568,163063.7731
2576,148311.8091
2583,269441.8029
2588,204028.4274
2591,192087.9481
2596,267531.3079
2603,221485.897
2607,48870.71204
2613,164359.9817
2614,130109.8596
2626,178705.1023
2632,102588.6519
2642,202910.9116
2647,320939.0257
2648,209166.2063
2653,239383.1999
2662,200485.2613
2674,146763.0533
2680,133929.1284
2696,301470.7517
2707,113634.2184
2708,158992.2415
2711,150126.6824
2712,155831.0341
2715,101480.859
2719,177149.6711
2727,171269.9078
2734,161237.4513
2737,245095.4034
2745,355940.4919
2747,164888.262
2752,154573.9207
2755,139487.228
2757,79173.03555
2764,178138.342
2771,66237.11013
2774,136287.1277
2779,273889.0869
2786,140431.7345
2789,137018.8145
2803,137600.0424
2805,218943.1136
2806,126650.7439
2811,201818.3932
2812,292221.9588
2817,209387.5459
2821,123427.949
2822,181833.5644
2828,145881.3706
2829,163143.6534
2842,281258.9398
2846,135780.7401
2854,204692.2815
2857,220582.3922
2861,115016.211
2862,300741.1986
2866,124138.9489
2868,208484.348
2870,146348.9353
2873,178846.1764
2878,114461.1097
2883,261120.2149
2885,298205.5122
2886,162644.9856
2900,128782.1027
2903,292297.2419
2912,228097.2162
2914,342552.8005
2919,138582.4305
2923,182938.5148
2924,130599.4029
