index,p_saleprice
1240,199537.7713
1246,143095.617
1253,156756.4647
1254,136040.8007
1256,196097.0219
1258,184631.5665
1259,215863.9789
1260,282926.579
1262,133707.7492
1269,224302.4706
1278,102917.5296
1281,310065.9576
1287,406869.39
1288,163736.9991
1289,218858.6782
1298,265536.7165
1301,139941.1395
1307,130412.1268
1311,117499.7978
1312,145607.8427
1321,269628.2663
1322,99974.52299
1323,273601.2682
1324,60085.52775
1333,123695.1962
1335,119009.825
1348,242634.859
1358,210089.6961
1359,253835.4643
1360,182051.5232
1361,178266.2654
1362,153654.8288
1363,190798.8197
1376,272575.8389
1379,205592.1865
1380,108827.6387
1385,48726.75415
1388,185332.65
1389,167537.7813
1392,171800.7112
1396,174819.1163
1399,278597.0655
1405,156053.7957
1411,221275.8301
1412,205352.9375
1416,202064.722
1417,174190.6009
1418,161551.8105
1426,198949.6112
1428,207280.8551
1431,194913.4945
1441,28560.7025
1443,168970.3004
1444,160069.8995
1451,250437.0564
1454,109340.7068
1461,364765.8122
1463,174423.2384
1465,374396.2764
1474,146107.9885
1475,194933.2393
1479,171650.3986
1482,148564.9845
1484,250625.0953
1485,84104.34049
1492,240992.8833
1493,379277.9992
1494,169972.3643
1496,141843.7029
1498,147358.8574
1499,156977.894
1502,128998.7132
1503,231659.5446
1504,173705.5054
1506,431777.4476
1510,145139.8015
1516,223750.1914
1522,210839.8727
1523,177443.2308
1528,116276.8351
1538,98313.0377
1539,287524.351
1546,140073.0872
1547,362439.3717
1555,162663.673
1557,177164.698
1559,36614.99171
1561,157922.9486
1563,187028.4579
1567,79445.13824
1577,188141.9387
1580,173055.2385
1589,114088.5859
1590,205695.8975
1592,161529.7575
1593,171608.5073
1594,322069.3524
1599,122141.0655
1605,143514.7731
1607,155906.4603
1611,125160.5028
1612,262205.3696
1614,107894.1978
1625,221318.0546
1644,113440.8363
1647,99331.00014
1651,199451.1861
1652,108492.596
1667,123543.2082
1669,120821.3398
1675,199403.6273
1681,160168.831
1691,147091.2738
1699,203468.0949
1708,140691.7048
1709,90069.99694
1710,169118.4222
1711,398928.1501
1715,106328.564
1721,333401.3336
1734,187625.3181
1735,218432.318
1738,123821.3896
1742,138387.5373
1746,167850.8021
1747,125654.3772
1759,215417.5764
1762,187230.2041
1763,136664.6796
1765,205960.9307
1770,177981.6623
1771,109950.5848
1772,204219.8565
1774,118621.4489
1776,184247.7775
1778,135301.6898
1779,149797.4103
1784,171048.5537
1785,176084.6214
1787,308831.2598
1790,219269.8909
1792,392365.228
1793,319854.6957
1796,276563.8551
1801,185075.4013
1802,454106.777
1806,245345.6644
1807,295715.6325
1812,141648.9553
1813,186575.5271
1819,342919.978
1821,168273.2853
1822,151948.0409
1825,109291.008
1830,188706.042
1831,126438.6769
1836,256411.4794
1841,365527.0259
1849,159725.4292
1853,149714.8376
1857,278427.3803
1859,149039.3817
1862,145284.7425
1864,211397.4796
1867,426720.281
1869,315304.7434
1881,200925.1527
1883,138608.8443
1887,117759.8638
1889,180114.5902
1891,142058.0181
1893,148744.7717
1894,238575.209
1898,151983.544
1902,216494.7062
1909,160935.6076
1912,235621.1552
1915,25221.13487
1919,183949.9818
1920,178830.6843
1921,157491.5452
1932,79366.92553
1933,194134.3436
1941,205987.1478
1944,142109.8915
1948,206040.6843
1949,57783.49908
1951,217577.5696
1956,113161.116
1962,52939.01964
1965,165032.0428
1968,169443.4611
1971,123945.9853
1976,222982.5078
1980,146233.6128
1985,109982.4372
1990,98238.10134
1992,140700.2792
1994,221574.9254
2016,181340.7535
2025,80107.6406
2029,253596.5503
2041,71409.02679
2042,184967.3969
2043,214249.4355
2044,120371.3878
2054,162675.2762
2060,213927.3719
2074,120137.4327
2076,124980.905
2077,219104.0149
2078,249229.208
2082,395103.4595
2083,148852.7338
2085,189736.4394
2087,130213.6068
2090,58112.75288
2091,243413.5397
2095,155067.5779
2102,223367.8312
2106,148518.4542
2108,175513.3784
2111,182301.0578
2112,173709.118
2113,143026.839
2114,153176.3792
2120,213234.0632
2121,118277.5995
2131,175699.4001
2135,126676.0139
2137,158395.3356
2139,94825.99573
2142,90437.56214
2145,153824.7051
2151,235546.9644
2153,372889.4811
2156,164105.096
2157,237739.0235
2162,159511.0204
2165,203035.0748
2169,172734.2637
2170,227112.548
2176,117211.3385
2181,65241.86026
2187,180242.5316
2190,180989.7795
2192,203225.6147
2194,251931.8073
2197,154038.8626
2200,181059.3605
2201,324001.5516
2209,183510.2654
2220,189001.2584
2229,145217.2882
2231,193285.6629
2232,231240.2033
2242,268791.4651
2243,80292.89621
2253,227312.8974
2257,246404.2771
2260,112236.9076
2261,123031.852
2262,225271.4752
2272,353119.4367
2278,204402.0226
2279,80047.52966
2280,335556.2684
2293,345187.867
2298,121504.9416
2300,137874.4266
2304,215495.6878
2307,171970.5739
2308,311199.9207
2310,157136.4674
2322,310426.5923
2330,143628.9841
2331,236045.4609
2335,204337.7959
2350,152173.9119
2351,110609.9549
2358,134247.5113
2361,182481.8753
2364,167321.5073
2366,131449.4774
2367,180714.079
2372,199746.2495
2375,125019.8483
2377,184067.9822
2387,230006.4491
2392,142920.437
2393,84683.56369
2394,176531.2433
2399,90819.2095
2404,113121.3393
2411,157705.2361
2417,258379.4521
2429,43262.00604
2435,156967.7381
2437,332418.5224
2439,146831.0278
2441,119606.5541
2444,185818.7972
2446,125145.3129
2451,322198.5177
2452,132363.9594
2454,169337.0369
2458,101012.7145
2469,150545.8894
2472,326262.9853
2476,168224.5081
2482,102019.4747
2485,216381.105
2487,194246.8752
2488,173213.0106
2491,149399.0676
2512,204453.6964
2518,104613.4102
2521,273817.0261
2532,116954.9707
2537,126257.3392
2539,150272.9564
2543,142917.8819
2545,93466.76587
2549,145136.316
2550,95391.78532
2551,164826.7775
2554,356381.3004
2555,224407.1115
2561,218315.6793
2562,122922.369
2567,167754.9562
2568,175223.7078
2576,160364.0567
2583,279266.6556
2588,211583.1583
2591,210581.0769
2596,253390.9263
2603,215065.2196
2607,64611.71978
2613,170932.0253
2614,124657.8551
2626,167953.7208
2632,123354.0174
2642,185638.4554
2647,350201.1139
2648,206988.1691
2653,216839.3516
2662,195372.3958
2674,135782.3696
2680,143618.1945
2696,299870.4253
2707,111811.8768
2708,176118.9632
2711,152880.7619
2712,182781.3879
2715,100575.2882
2719,183214.6058
2727,174614.5589
2734,156562.4311
2737,245827.312
2745,382632.4819
2747,155938.8934
2752,148855.3763
2755,139739.9701
2757,72836.10305
2764,178579.9266
2771,66361.0471
2774,124871.5519
2779,292642.1831
2786,122121.4093
2789,117505.7167
2803,162046.0949
2805,223662.682
2806,147622.7705
2811,206862.6046
2812,298822.2695
2817,207386.0447
2821,131967.1162
2822,193362.9834
2828,146587.4128
2829,162307.8562
2842,295475.8242
2846,154713.9437
2854,200646.401
2857,225184.4491
2861,115954.4407
2862,320425.6586
2866,121549.7199
2868,210052.9665
2870,134827.3508
2873,175972.3448
2878,126197.0426
2883,235991.4645
2885,333663.7222
2886,142866.6025
2900,139781.2211
2903,284088.823
2912,219624.8761
2914,335677.0398
2919,143961.1971
2923,180050.0866
2924,106028.8293
