,index,p_saleprice
387,1484,324616.39321429166
388,1485,105338.67346799711
389,1492,237221.82487916062
390,1493,418165.50861527695
391,1494,203811.42652166585
392,1496,103756.07565106315
393,1498,160729.59706068577
394,1499,157740.2456286994
395,1502,177610.64044131472
396,1503,234408.3176490558
397,1504,189743.89037114175
398,1506,438387.59183165536
399,1510,149299.72393838494
400,1516,230275.97890483937
401,1522,235111.69445658202
402,1523,205481.9464395406
403,1528,200734.15298873873
404,1538,106042.0502755233
405,1539,260433.2595275254
406,1546,103140.6209444777
407,1547,327957.43305004115
408,1555,162224.27277667896
409,1557,136638.94140291325
410,1559,81775.55041586922
411,1561,175500.5100187361
412,1563,181391.29078176807
413,1567,180248.303469538
414,1577,165741.15681431
415,1580,152992.45217789753
416,1589,105602.43977081944
417,1590,215417.14384584824
418,1592,132330.75845681524
419,1593,154311.28369200916
420,1594,193700.38491347665
421,1599,279600.2775326145
422,1605,167411.67673218474
423,1607,203459.73811790277
424,1611,139716.2149358404
425,1612,246717.4117807644
426,1614,92062.43622593998
427,1625,219637.40469100547
428,1644,107097.11548681263
429,1647,115889.32558089017
430,1651,269577.1580253661
431,1652,228253.7705832015
432,1667,170752.7165679342
433,1669,136726.86350385402
434,1675,206800.77795365223
435,1681,142441.80006500444
436,1691,131715.3037502298
437,1699,190271.42297678642
438,1708,214010.39023079583
439,1709,76500.22435942269
440,1710,98656.59379649814
441,1711,359433.54518683883
442,1715,44408.65751603956
443,1721,380271.0831098026
444,1734,132066.9921539929
445,1735,240211.176311147
446,1738,107097.11548681263
447,1742,141035.04644995203
448,1746,229484.67999637238
449,1747,122219.71684862603
450,1759,232825.71983212186
451,1762,158531.5445371664
452,1763,156333.492013647
453,1765,239331.95530173922
454,1770,179544.92666201177
455,1771,111844.9089376145
456,1772,281974.17425801547
457,1774,107097.11548681263
458,1776,151234.010159082
459,1778,247508.7106892314
460,1779,210229.7398903425
461,1784,147189.59351580634
462,1785,170049.339760408
463,1787,219813.24889288703
464,1790,258762.7396096507
465,1792,346421.074247604
466,1793,293228.20317843475
467,1796,262191.7015463409
468,1801,135583.87619162395
469,1802,549521.1274207958
470,1806,270632.2232366554
471,1807,282501.7068636601
472,1812,109734.7785150359
473,1813,173390.3795961575
474,1819,294898.72309630946
475,1821,119230.36541663966
476,1822,285051.44779094256
477,1825,149827.2565440296
478,1830,251377.2831306255
479,1831,161960.50647385663
480,1836,212339.8703129211
481,1841,309317.9476505967
482,1849,190447.26717866797
483,1853,160377.9086569227
484,1857,249355.07480898767
485,1859,214362.07863455894
486,1862,140155.8254405443
487,1864,176028.04262438076
488,1867,393371.47614997823
489,1869,267730.7939056098
490,1881,177610.64044131472
491,1883,148068.81452521408
492,1887,143848.55368005685
493,1889,143936.47578099763
494,1891,146134.528304517
495,1893,185084.01902128063
496,1894,236342.60386975284
497,1898,246893.25598264596
498,1902,231946.4988227141
499,1909,186754.53893915538
500,1912,196250.12584075917
501,1915,13196.311682064195
502,1919,158531.5445371664
503,1920,207679.99896306
504,1921,172599.0806876905
505,1932,123274.78205991533
506,1933,208383.3757705862
507,1941,169873.49555852645
508,1944,153080.3742788383
509,1948,190095.57877490486
510,1949,120988.80743545518
511,1951,206712.85585271145
512,1956,126791.66609754637
513,1962,41683.072386875516
514,1965,141562.5790555967
515,1968,168818.43034723715
516,1971,133473.74576904532
517,1976,171895.7038801643
518,1980,191414.4102890165
519,1985,107097.11548681263
520,1990,110262.31112068053
521,1992,107976.33649622038
522,1994,212955.32501950653
523,2016,141122.9685508928
524,2025,113427.50675454846
525,2029,198448.17836427854
526,2041,207416.23266023767
527,2042,199767.00987839018
528,2043,220340.7814985317
529,2044,151058.16595720046
530,2054,189919.7345730233
531,2060,207152.46635741534
532,2074,154750.89419671302
533,2076,126088.28929002016
534,2077,213922.46812985506
535,2078,345014.3206325516
536,2082,321363.27547948295
537,2083,142441.80006500444
538,2085,187721.68204950393
539,2087,147189.59351580634
540,2090,105426.59556893789
541,2091,249355.07480898767
542,2095,228253.7705832015
543,2102,294019.5020869017
544,2106,140331.6696424258
545,2108,208207.53156870464
546,2111,251553.12733250705
547,2112,215065.45544208516
548,2113,125736.60088625707
549,2114,195195.06062946984
550,2120,247244.94438640907
551,2121,141474.65695465592
552,2131,152464.91957225287
553,2135,107097.11548681263
554,2137,191150.64398619416
555,2139,65422.03964088495
556,2142,143848.55368005685
557,2145,153168.2963797791
558,2151,331474.3170876721
559,2153,308438.7266411889
560,2156,141562.5790555967
561,2157,207855.84316494156
562,2162,119933.74222416588
563,2165,253399.49145226332
564,2169,129429.32912576964
565,2170,169345.9629528818
566,2176,140155.8254405443
567,2181,68851.0015775752
568,2187,172774.92488957205
569,2190,140507.51384430737
570,2192,174621.28900932835
571,2194,211900.25980821723
572,2197,151058.16595720046
573,2200,140067.9033396035
574,2201,276786.77030250966
575,2209,191150.64398619416
576,2220,178050.25094601858
577,2229,115537.6371771271
578,2231,223857.66553616273
579,2232,223066.36662769574
580,2242,239683.64370550233
581,2243,131891.14795211135
582,2253,205921.55694424448
583,2257,222890.52242581418
584,2260,88721.3963901905
585,2261,107097.11548681263
586,2262,238188.96798950917
587,2272,298943.13973958517
588,2278,221307.92460888025
589,2279,198008.56785957466
590,2280,354949.51803885924
591,2293,349586.26988147193
592,2298,95139.70975886713
593,2300,150882.3217553189
594,2304,192029.86499560194
595,2307,241002.475219614
596,2308,346860.6847523079
597,2310,127143.35450130948
598,2322,222802.6003248734
599,2330,156333.492013647
600,2331,282589.62896460085
601,2335,254190.79036073032
602,2350,176028.04262438076
603,2351,104283.60825670778
604,2358,139804.13703678118
605,2361,202228.8287047319
606,2364,155630.1152061208
607,2366,140859.20224807048
608,2367,131011.9269427036
609,2372,176731.41943190695
610,2375,224912.730747452
611,2377,183765.187507169
612,2387,252959.8809475595
613,2392,234496.23974999657
614,2393,89688.53950053905
615,2394,177434.79623943317
616,2399,101997.63363224763
617,2404,108503.86910186504
618,2411,208735.0641743493
619,2417,244519.35925724503
620,2429,99184.1264021428
621,2435,173566.22379803902
622,2437,256388.8428842497
623,2439,110174.38901973976
624,2441,128198.41971259878
625,2444,250585.9842221585
626,2446,128198.41971259878
627,2451,329364.1866650935
628,2452,124505.69147308619
629,2454,205218.18013671826
630,2458,116944.3907921795
631,2469,148596.34713085875
632,2472,273181.9641639379
633,2476,164774.01370396145
634,2482,130308.55013517739
635,2485,191941.94289466116
636,2487,202756.36131037655
637,2488,209790.1293856386
638,2491,123978.15886744155
639,2512,236870.1364753975
640,2518,100239.1916134321
641,2521,204426.8812282513
642,2532,112372.44154325916
643,2537,157916.08983058095
644,2539,98656.59379649814
645,2543,143321.0210744122
646,2545,121868.02844486292
647,2549,132418.68055775602
648,2550,103580.23144918159
649,2551,187985.44835232623
650,2554,268170.40441031364
651,2555,173038.69119239438
652,2561,207855.84316494156
653,2562,131363.61534646671
654,2567,280655.3427439038
655,2568,110438.15532256209
656,2576,113427.50675454846
657,2583,257795.59649930213
658,2588,191854.02079372038
659,2591,193436.61861065435
660,2596,282765.4731664824
661,2603,224033.5097380443
662,2607,29461.900356107697
663,2613,131539.45954834827
664,2614,166532.45572277697
665,2626,144024.3978819384
666,2632,107097.11548681263
667,2642,241793.774128081
668,2647,270104.69063101074
669,2648,186754.53893915538
670,2653,232210.26512553642
671,2662,189919.7345730233
672,2674,177962.3288450778
673,2680,138221.5392198472
674,2696,265884.4297858535
675,2707,159586.6097484557
676,2708,168818.43034723715
677,2711,144551.93048758307
678,2712,140155.8254405443
679,2715,127670.88710695412
680,2719,156685.1804174101
681,2727,153519.98478354217
682,2734,159498.68764751492
683,2737,217703.11847030843
684,2745,309142.1034487151
685,2747,187457.9157466816
686,2752,190447.26717866797
687,2755,182358.4338921166
688,2757,98656.59379649814
689,2764,207328.3105592969
690,2771,110350.23322162131
691,2774,165477.39051148767
692,2779,281534.5637533116
693,2786,147629.2040205102
694,2789,182182.58969023504
695,2803,133825.43417280843
696,2805,225440.26335309667
697,2806,84589.05764597404
698,2811,157652.32352775862
699,2812,293140.281077494
700,2817,197393.11315298924
701,2821,123978.15886744155
702,2822,160729.59706068577
703,2828,122043.87264674448
704,2829,110613.99952444364
705,2842,220692.4699022948
706,2846,156157.64781176543
707,2854,200909.99719062026
708,2857,223154.28872863651
709,2861,135232.18778786084
710,2862,248300.00959769834
711,2866,172335.31438486816
712,2868,188512.9809579709
713,2870,139012.83812831418
714,2873,188425.05885703012
715,2878,134440.88887939387
716,2883,297272.6198217104
717,2885,268785.8591168991
718,2886,166444.5336218362
719,2900,129781.01752953275
720,2903,283117.1615702455
721,2912,233177.40823588497
722,2914,347476.13945889333
723,2919,159850.37605127803
724,2923,217703.11847030843
725,2924,151409.85436096357
