index,p_saleprice
902,184475.4468
904,248277.014
909,257812.1932
911,244911.6566
912,227103.307
916,181741.0939
919,170102.5662
923,123758.7905
927,195482.9699
928,258723.6442
930,187209.7996
931,311517.6883
943,111278.9235
946,146685.2877
949,100481.7352
952,126142.5853
954,163862.6328
955,142408.4794
956,133434.193
965,247295.4514
968,206770.9395
973,54067.84789
978,166807.3205
979,126703.4782
980,161619.0612
988,103426.4229
989,205719.2653
991,245472.5495
996,172276.0262
997,179777.9687
999,223737.9497
1001,140024.6846
1003,154467.6767
1004,94522.24819
1008,199759.7782
1009,318809.2959
1015,256199.6262
1017,413319.7493
1021,240845.1831
1023,194781.8538
1025,191837.1661
1027,159726.0476
1032,206770.9395
1036,236848.8212
1039,261598.2203
1042,248837.9069
1047,114924.7274
1052,187139.688
1056,136799.5504
1058,180549.1965
1068,131821.6259
1071,217217.5697
1072,144161.2697
1077,242107.1921
1080,111138.7003
1086,174449.4862
1088,136168.5459
1089,181951.4287
1092,221915.0477
1094,154397.5651
1095,242527.8618
1097,36680.16804
1100,141006.2471
1105,203195.2473
1106,129157.3847
1110,259635.0952
1116,174169.0398
1124,312779.6973
1126,169191.1153
1131,134275.5324
1143,185737.4558
1146,96415.26172
1155,190505.0454
1156,119832.5402
1157,182512.3216
1160,274568.8686
1163,177183.8391
1179,242668.085
1181,227664.1999
1183,123478.3441
1189,283613.2666
1190,132873.3001
1197,183984.6655
1204,166807.3205
1206,222405.829
1207,196324.3092
1208,300860.7232
1215,192187.7241
1219,142688.9258
1221,252063.041
1222,155238.9044
1224,230468.6644
1233,216376.2304
1235,165124.6418
1236,126773.5898
1240,180759.5313
1246,153696.449
1253,155449.2393
1254,149980.5335
1256,205158.3724
1258,214202.7704
1259,216867.0117
1260,236638.4863
1262,157622.6993
1269,252623.9339
1278,145914.06
1281,282351.2575
1287,391725.3727
1288,186929.3532
1289,250941.2552
1298,236287.9283
1301,161759.2844
1307,166106.2043
1311,140445.3542
1312,137640.8898
1321,252553.8223
1322,143670.4884
1323,253184.8268
1324,58274.54463
1333,122496.7815
1335,167858.9947
1348,207962.8369
1358,295111.571
1359,290904.8742
1360,143950.9349
1361,210276.5201
1362,182442.21
1363,156991.6947
1376,266365.8099
1379,180479.0849
1380,109245.6868
1385,135116.8717
1388,148718.5245
1389,227453.8651
1392,178866.5178
1396,164002.856
1399,233974.2451
1405,150891.9845
1411,216236.0071
1412,176062.0533
1416,225630.9632
1417,183353.661
1418,156991.6947
1426,149700.0871
1428,212449.9801
1431,206350.2698
1441,79798.8096
1443,133574.4162
1444,136519.104
1451,377492.7154
1454,150260.98
1461,265454.359
1463,131190.6214
1465,457490.0651
1474,187279.9113
1475,161338.6147
1479,204527.3679
1482,177884.9552
1484,306539.7638
1485,111419.1468
1492,239723.3973
1493,394109.1675
1494,201442.4569
1496,105529.7713
1498,165405.0882
1499,151663.2122
1502,166667.0972
1503,249048.2417
1504,185036.3397
1506,400980.1056
1510,167087.7669
1516,225911.4096
1522,229697.4367
1523,201722.9034
1528,192117.6125
1538,88843.20759
1539,270432.2834
1546,106721.6687
1547,316705.9476
1555,163091.405
1557,175220.7139
1559,69492.4026
1561,168910.6688
1563,184405.3352
1567,148017.4084
1577,176552.8346
1580,165825.7579
1589,108684.7939
1590,219531.2529
1592,130769.9517
1593,157762.9225
1594,213010.873
1599,264262.4616
1605,171294.4637
1607,197375.9834
1611,115695.9551
1612,230188.218
1614,91717.78369
1625,212940.7614
1644,130068.8356
1647,115625.8435
1651,274428.6454
1652,221003.5968
1667,154958.458
1669,125932.2505
1675,215885.4491
1681,159655.936
1691,127825.264
1699,193239.3983
1708,200951.6757
1709,79308.02832
1710,140164.9078
1711,350499.7447
1715,68721.17486
1721,369219.5452
1734,136939.7736
1735,229346.8786
1738,114924.7274
1742,136939.7736
1746,222616.1639
1747,121374.9957
1759,231590.4502
1762,159655.936
1763,152504.5516
1765,253605.4965
1770,174519.5978
1771,113101.8254
1772,271483.9576
1774,113242.0487
1776,155729.6857
1778,246384.0004
1779,206280.1582
1784,151733.3238
1785,183003.1029
1787,221073.7084
1790,255989.2913
1792,362278.4956
1793,297004.5845
1796,266506.0332
1801,143249.8187
1802,500819.0415
1806,247365.563
1807,280107.6859
1812,122637.0047
1813,174098.9281
1819,293709.3387
1821,126843.7015
1822,315724.385
1825,147456.5155
1830,235025.9192
1831,158674.3734
1836,213992.4355
1841,295812.6871
1849,181670.9823
1853,153416.0025
1857,240144.0669
1859,205719.2653
1862,162881.0702
1864,185176.5629
1867,384503.8767
1869,263771.6803
1881,178866.5178
1883,169471.5617
1887,142829.1491
1889,134836.4253
1891,155168.7928
1893,173608.1469
1894,226682.6374
1898,251642.3714
1902,247015.0049
1909,189102.8132
1912,208453.6182
1915,14805.345
1919,170032.4546
1920,203405.5821
1921,175290.8256
1932,102585.0836
1933,187279.9113
1941,167788.883
1944,165615.4231
1948,191065.9383
1949,166386.6508
1951,210977.6362
1956,120463.5447
1962,51543.82985
1965,136098.4343
1968,172556.4727
1971,161198.3915
1976,185386.8977
1980,156921.5831
1985,130068.8356
1990,92208.56498
1992,115064.9506
1994,213221.2078
2016,149209.3058
2025,94732.58302
2029,201232.1221
2041,224298.8426
2042,197866.7647
2043,220092.1458
2044,144932.4974
2054,192888.8402
2060,206490.493
2074,164703.9721
2076,126212.6969
2077,227173.4187
2078,322945.8811
2082,320702.3095
2083,152574.6632
2085,192257.8357
2087,141847.5865
2090,100972.5165
2091,244000.2056
2095,211258.0827
2102,279126.1234
2106,138061.5594
2108,208944.3995
2111,243439.3127
2112,210697.1898
2113,132592.8537
2114,203686.0285
2120,240003.8437
2121,136729.4388
2131,153906.7838
2135,129788.3892
2137,187630.4693
2139,72647.42515
2142,141847.5865
2145,164283.3024
2151,331289.1629
2153,309274.1167
2156,135046.7601
2157,215184.333
2162,143670.4884
2165,250170.0275
2169,123197.8976
2170,171715.1333
2176,161478.8379
2181,84846.84569
2187,175220.7139
2190,148578.3013
2192,173678.2585
2194,206911.1627
2197,165124.6418
2200,137851.2246
2201,271974.7389
2209,191206.1615
2220,182512.3216
2229,121094.5492
2231,216446.342
2232,254026.1662
2242,257111.0771
2243,156571.0251
2253,211117.8594
2257,227453.8651
2260,91227.00241
2261,141006.2471
2262,226051.6329
2272,293288.6691
2278,217848.5742
2279,182372.0984
2280,381839.6354
2293,339562.3332
2298,96976.15462
2300,143109.5955
2304,213501.6543
2307,220022.0342
2308,336617.6455
2310,138762.6755
2322,243018.643
2330,184755.8932
2331,265244.0241
2335,248767.7952
2350,166456.7624
2351,112681.1558
2358,135958.2111
2361,199619.555
2364,161548.9495
2366,143530.2652
2367,149069.0826
2372,187139.688
2375,200460.8944
2377,187840.8042
2387,261107.439
2392,238391.2766
2393,89824.77016
2394,178936.6294
2399,116467.1828
2404,130910.175
2411,213852.2123
2417,243579.5359
2429,100902.4049
2435,177884.9552
2437,268749.6048
2439,112330.5977
2441,123338.1208
2444,244490.9869
2446,128245.9337
2451,323717.1088
2452,147526.6271
2454,211818.9756
2458,121094.5492
2469,155168.7928
2472,282140.9227
2476,152504.5516
2482,108194.0126
2485,188962.59
2487,196184.086
2488,195132.4118
2491,124179.4602
2512,230258.3296
2518,108754.9055
2521,228996.3206
2532,115485.6203
2537,161548.9495
2539,101463.2978
2543,158954.8199
2545,122496.7815
2549,141847.5865
2550,102024.1907
2551,184335.2235
2554,275340.0963
2555,181670.9823
2561,200250.5595
2562,135958.2111
2567,263561.3454
2568,120112.9867
2576,127685.0408
2583,248697.6836
2588,190224.599
2591,192257.8357
2596,269310.4977
2603,216867.0117
2607,48108.36084
2613,150401.2032
2614,158393.927
2626,183844.4423
2632,109035.3519
2642,228715.8741
2647,279266.3466
2648,193730.1796
2653,248347.1256
2662,196043.8628
2674,163722.4095
2680,133434.193
2696,276111.324
2707,146965.7342
2708,159726.0476
2711,147596.7387
2712,128666.6034
2715,127685.0408
2719,156781.3599
2727,157552.5876
2734,165334.9766
2737,223457.5032
2745,313901.4831
2747,188121.2506
2752,174659.821
2755,164844.1953
2757,97677.27074
2764,206630.7163
2771,109105.4635
2774,152364.3283
2779,287259.0704
2786,170102.5662
2789,183213.4377
2803,132943.4117
2805,196674.8673
2806,105669.9945
2811,173047.254
2812,286557.9543
2817,201232.1221
2821,122777.2279
2822,147596.7387
2828,141987.8097
2829,156430.8018
2842,242317.5269
2846,150401.2032
2854,194922.077
2857,215745.2259
2861,135677.7646
2862,254587.0591
2866,175360.9372
2868,190014.2641
2870,152925.2212
2873,171364.5753
2878,111489.2584
2883,284384.4943
2885,265945.1403
2886,197936.8763
2900,120393.4331
2903,278635.3421
2912,230118.1064
2914,338440.5474
2919,168770.4456
2923,215044.1097
2924,165405.0882
